
[Name]
finFluid1

[Data]
X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
2.52135880e-02, -1.10347418e-03, -1.15886843e-02, 3.83537872e+02
2.54526194e-02, 4.82854302e-05, -1.13588320e-02, 3.84784302e+02
2.45411042e-02, -3.67683242e-03, -1.20920762e-02, 3.80439117e+02
2.52139624e-02, -4.60327556e-03, -1.15883183e-02, 3.78387024e+02
2.53427625e-02, -3.49968346e-03, -1.14678396e-02, 3.79777344e+02
2.45395862e-02, 1.38231004e-02, -1.20930057e-02, 4.00142822e+02
2.52132006e-02, 1.28967687e-02, -1.15889451e-02, 3.98771790e+02
2.54071821e-02, 1.39287747e-02, -1.14045385e-02, 3.99406677e+02
2.45411023e-02, 1.03231780e-02, -1.20920762e-02, 3.97050995e+02
2.52139624e-02, 9.39672533e-03, -1.15883183e-02, 3.95576599e+02
2.53427606e-02, 1.05003286e-02, -1.14678405e-02, 3.96323212e+02
2.45411098e-02, 6.82317512e-03, -1.20920697e-02, 3.93547791e+02
2.52139643e-02, 5.89671917e-03, -1.15883192e-02, 3.91964264e+02
2.53427662e-02, 7.00032664e-03, -1.14678331e-02, 3.92824493e+02
2.45403517e-02, 3.32310260e-03, -1.20927365e-02, 3.89658203e+02
2.51295064e-02, 2.65888777e-03, -1.16625736e-02, 3.88355591e+02
2.53436957e-02, 3.50027555e-03, -1.14671811e-02, 3.88918427e+02
1.75932050e-02, 1.38233546e-02, -9.94521379e-03, 3.86533081e+02
1.79981720e-02, 1.28965061e-02, -1.06811207e-02, 3.89161011e+02
1.81033015e-02, 1.40004102e-02, -1.08318282e-02, 3.90694489e+02
1.75940599e-02, 1.03233093e-02, -9.94673185e-03, 3.83431030e+02
1.79982986e-02, 9.39648040e-03, -1.06813349e-02, 3.86090271e+02
1.81040857e-02, 1.05004515e-02, -1.08326310e-02, 3.87611267e+02
1.75933931e-02, -1.77175592e-04, -9.94537957e-03, 3.72631256e+02
1.80016831e-02, -1.10370200e-03, -1.06858434e-02, 3.74477661e+02
1.81306135e-02, -7.80634800e-05, -1.08687105e-02, 3.76497620e+02
1.75941214e-02, -3.67675698e-03, -9.94686689e-03, 3.68290527e+02
1.79982744e-02, -4.60354378e-03, -1.06813069e-02, 3.70361847e+02
1.81040894e-02, -3.49981803e-03, -1.08326655e-02, 3.72410645e+02
1.75940599e-02, 6.82330877e-03, -9.94673278e-03, 3.80186676e+02
1.79982986e-02, 5.89647889e-03, -1.06813367e-02, 3.82749817e+02
1.81040876e-02, 7.00045098e-03, -1.08326329e-02, 3.84359680e+02
1.75946131e-02, 3.32272728e-03, -9.94776096e-03, 3.76665039e+02
1.79989897e-02, 2.39608693e-03, -1.06821703e-02, 3.79026428e+02
1.81042273e-02, 3.50028533e-03, -1.08328257e-02, 3.80758850e+02
2.05818936e-02, -8.39546337e-05, -3.39649641e-03, 3.65702698e+02
1.98987722e-02, -1.10320037e-03, -3.66563373e-03, 3.63594055e+02
1.97379738e-02, 6.16770649e-07, -3.74713633e-03, 3.64901672e+02
2.28309780e-02, -7.43956698e-05, -1.27451029e-02, 3.86380524e+02
2.34368052e-02, -1.10366743e-03, -1.25976400e-02, 3.84918335e+02
2.36095320e-02, 3.02587381e-07, -1.25400713e-02, 3.86669586e+02
2.27136202e-02, 1.39211752e-02, -1.27637498e-02, 4.00909607e+02
2.34365519e-02, 1.28968908e-02, -1.25976391e-02, 3.99948242e+02
2.36707609e-02, 1.40846353e-02, -1.25181293e-02, 4.01272644e+02
2.05800440e-02, -3.57082882e-03, -3.39687848e-03, 3.61573883e+02
1.98985562e-02, -4.60324064e-03, -3.66565352e-03, 3.59366516e+02
1.97370630e-02, -3.49956402e-03, -3.74773587e-03, 3.60812500e+02
2.26873681e-02, -3.55876749e-03, -1.27675654e-02, 3.81444092e+02
2.34372765e-02, -4.60328814e-03, -1.25974659e-02, 3.79829712e+02
2.36096270e-02, -3.49953491e-03, -1.25399632e-02, 3.81754120e+02
2.26873700e-02, 1.04412334e-02, -1.27675654e-02, 3.97751068e+02
2.34372765e-02, 9.39671323e-03, -1.25974659e-02, 3.96747314e+02
2.36096270e-02, 1.05004665e-02, -1.25399614e-02, 3.98058441e+02
2.26873700e-02, 6.94123283e-03, -1.27675645e-02, 3.94309570e+02
2.34372783e-02, 5.89671126e-03, -1.25974668e-02, 3.93191376e+02
2.36096289e-02, 7.00046588e-03, -1.25399604e-02, 3.94613190e+02
2.06409544e-02, 1.39388796e-02, -3.37874587e-03, 3.78942322e+02
1.98986903e-02, 1.28969932e-02, -3.66569776e-03, 3.77014404e+02
1.96859017e-02, 1.40872402e-02, -3.77515098e-03, 3.78054169e+02
2.26883739e-02, 3.44121782e-03, -1.27676269e-02, 3.90497498e+02
2.34371815e-02, 2.39657657e-03, -1.25973718e-02, 3.89216980e+02
2.36096680e-02, 3.50042270e-03, -1.25400005e-02, 3.90789703e+02
2.05800384e-02, 1.04291718e-02, -3.39688011e-03, 3.75968292e+02
1.98985562e-02, 9.39675979e-03, -3.66565399e-03, 3.74051788e+02
1.97370593e-02, 1.05004385e-02, -3.74773866e-03, 3.75064514e+02
2.61162184e-02, -7.57923626e-05, -1.05022183e-02, 3.84813049e+02
2.64125336e-02, -1.10363110e-03, -9.93192755e-03, 3.82734802e+02
2.64824070e-02, 3.94543434e-07, -9.76376794e-03, 3.84359833e+02
2.60488782e-02, -3.55869532e-03, -1.06093120e-02, 3.79970367e+02
2.64126454e-02, -4.60328534e-03, -9.93158668e-03, 3.77735748e+02
2.64823660e-02, -3.49953026e-03, -9.76369437e-03, 3.79501526e+02
2.60443762e-02, 1.39359254e-02, -1.06164096e-02, 3.99468475e+02
2.64123473e-02, 1.28969969e-02, -9.93207283e-03, 3.97756500e+02
2.65067574e-02, 1.40776159e-02, -9.70093440e-03, 3.98914429e+02
2.60488782e-02, 1.04413135e-02, -1.06093101e-02, 3.96368042e+02
2.64126454e-02, 9.39671602e-03, -9.93158668e-03, 3.94560486e+02
2.64823642e-02, 1.05004711e-02, -9.76369344e-03, 3.95714478e+02
2.05800533e-02, 6.92917034e-03, -3.39687709e-03, 3.72835754e+02
1.98985580e-02, 5.89674944e-03, -3.66565259e-03, 3.70853638e+02
1.97370648e-02, 7.00043701e-03, -3.74773541e-03, 3.71938202e+02
2.05800515e-02, 3.42856185e-03, -3.39688128e-03, 3.69499146e+02
1.98995546e-02, 2.39603012e-03, -3.66519508e-03, 3.67457428e+02
1.97377279e-02, 3.50031024e-03, -3.74727696e-03, 3.68611145e+02
2.60488782e-02, 6.94131153e-03, -1.06093073e-02, 3.92886749e+02
2.64126454e-02, 5.89671545e-03, -9.93158668e-03, 3.90991577e+02
2.64823642e-02, 7.00047053e-03, -9.76369251e-03, 3.92264709e+02
2.60496344e-02, 3.44138592e-03, -1.06084719e-02, 3.88971100e+02
2.64125559e-02, 2.39670509e-03, -9.93145443e-03, 3.87034729e+02
2.64824070e-02, 3.50046158e-03, -9.76369623e-03, 3.88437531e+02
1.76043138e-02, 1.39445439e-02, -6.02982426e-03, 3.78304382e+02
1.73495375e-02, 1.28968423e-02, -6.74517080e-03, 3.77695923e+02
1.72807649e-02, 1.40558435e-02, -7.03568337e-03, 3.78923309e+02
1.75393280e-02, -6.08058508e-05, -6.18213508e-03, 3.65104065e+02
1.73496194e-02, -1.10346742e-03, -6.74457662e-03, 3.64126587e+02
1.72541011e-02, 6.02256878e-05, -7.17536639e-03, 3.65728363e+02
1.76100899e-02, 1.04410443e-02, -6.01762766e-03, 3.75298187e+02
1.73494890e-02, 9.39673372e-03, -6.74555311e-03, 3.74730865e+02
1.73073579e-02, 1.05000352e-02, -6.91328011e-03, 3.75763458e+02
1.76100992e-02, -3.55896214e-03, -6.01761136e-03, 3.60918945e+02
1.73494890e-02, -4.60326765e-03, -6.74555171e-03, 3.59795776e+02
1.73075125e-02, -3.49986227e-03, -6.91281399e-03, 3.61221130e+02
1.76100880e-02, 6.94104051e-03, -6.01763371e-03, 3.72134430e+02
1.73494779e-02, 5.89671545e-03, -6.74557872e-03, 3.71461914e+02
1.73073560e-02, 7.00003468e-03, -6.91328198e-03, 3.72591003e+02
1.76177248e-02, 3.45634017e-03, -6.00011181e-03, 3.68550690e+02
1.74152125e-02, 2.58727185e-03, -6.52199006e-03, 3.68128662e+02
1.73069574e-02, 3.49987159e-03, -6.91418257e-03, 3.69215485e+02
1.71832982e-02, 1.39211984e-02, -8.04367103e-03, 3.81736237e+02
1.72471590e-02, 1.28969373e-02, -8.78208410e-03, 3.82763245e+02
1.72933340e-02, 1.40847564e-02, -9.02573299e-03, 3.84588837e+02
1.71854626e-02, -7.45266952e-05, -8.16175062e-03, 3.68359833e+02
1.72471516e-02, -1.10367802e-03, -8.78309831e-03, 3.69030090e+02
1.72795467e-02, 3.50700930e-07, -8.96018930e-03, 3.71024811e+02
1.71831697e-02, 1.04412371e-02, -8.01718980e-03, 3.78565063e+02
1.72471963e-02, 9.39679239e-03, -8.78236908e-03, 3.79697418e+02
1.72802191e-02, 1.05004208e-02, -8.96213111e-03, 3.81279846e+02
1.71831679e-02, -3.55876610e-03, -8.01718608e-03, 3.63900513e+02
1.72471944e-02, -4.60321130e-03, -8.78237747e-03, 3.64483185e+02
1.72802303e-02, -3.49960127e-03, -8.96219164e-03, 3.66520508e+02
1.71831697e-02, 6.94123702e-03, -8.01718980e-03, 3.75393250e+02
1.72471944e-02, 5.89679228e-03, -8.78237002e-03, 3.76427368e+02
1.72802191e-02, 7.00041978e-03, -8.96213297e-03, 3.78097168e+02
1.71829686e-02, 3.44105903e-03, -8.01823288e-03, 3.71908661e+02
1.72473844e-02, 2.39601848e-03, -8.78347177e-03, 3.72747894e+02
1.72805022e-02, 3.50006600e-03, -8.96312483e-03, 3.74571259e+02
2.56985892e-02, -7.17690308e-03, -4.91411705e-03, 3.65090118e+02
2.51060612e-02, -8.10351409e-03, -4.31790948e-03, 3.62134247e+02
2.49688774e-02, -6.99998112e-03, -4.20718035e-03, 3.63168945e+02
2.56985873e-02, -1.06769046e-02, -4.91411565e-03, 3.59004059e+02
2.51060463e-02, -1.16035296e-02, -4.31789691e-03, 3.55963348e+02
2.49688756e-02, -1.04999831e-02, -4.20717848e-03, 3.57294739e+02
2.56987307e-02, -1.41771734e-02, -4.91420366e-03, 3.51888733e+02
2.51832306e-02, -1.51270553e-02, -4.38438775e-03, 3.49037079e+02
2.49677002e-02, -1.40003124e-02, -4.20600222e-03, 3.50475403e+02
2.67554428e-02, -7.17682345e-03, -8.76684207e-03, 3.72233734e+02
2.68166866e-02, -8.10327474e-03, -7.92853907e-03, 3.69673065e+02
2.68102586e-02, -6.99967286e-03, -7.75228394e-03, 3.71021149e+02
2.67554428e-02, -1.06768236e-02, -8.76684114e-03, 3.65616821e+02
2.68166866e-02, -1.16032818e-02, -7.92852603e-03, 3.62850922e+02
2.68102586e-02, -1.04996739e-02, -7.75228254e-03, 3.64549652e+02
2.25094706e-02, -7.45638879e-03, -3.20967077e-03, 3.58771942e+02
2.18333881e-02, -8.00708588e-03, -3.18544125e-03, 3.56725342e+02
2.15656981e-02, -7.03270640e-03, -3.20233917e-03, 3.57855682e+02
2.25094687e-02, -1.09563908e-02, -3.20967054e-03, 3.53102417e+02
2.18333881e-02, -1.15070911e-02, -3.18544055e-03, 3.50951172e+02
2.15656981e-02, -1.05327070e-02, -3.20233894e-03, 3.52373840e+02
1.88823789e-02, -7.17699341e-03, -4.32804786e-03, 3.55196716e+02
1.82909127e-02, -8.10366217e-03, -4.92626568e-03, 3.53850372e+02
1.81813594e-02, -6.99996436e-03, -5.06443484e-03, 3.55389313e+02
1.88823771e-02, -1.06769949e-02, -4.32804879e-03, 3.49851898e+02
1.82909034e-02, -1.16036804e-02, -4.92627500e-03, 3.48264862e+02
1.81813594e-02, -1.04999663e-02, -5.06443577e-03, 3.50035950e+02
2.25110557e-02, -1.44562917e-02, -3.20977368e-03, 3.46496887e+02
2.18345448e-02, -1.50069287e-02, -3.18538002e-03, 3.44045929e+02
2.15665698e-02, -1.40326358e-02, -3.20224324e-03, 3.45862946e+02
2.67554559e-02, -1.41770495e-02, -8.76710750e-03, 3.57783997e+02
2.68172175e-02, -1.51520092e-02, -8.00767075e-03, 3.54866882e+02
2.68103387e-02, -1.39999846e-02, -7.75105087e-03, 3.56852600e+02
1.88822299e-02, -1.41773578e-02, -4.32818756e-03, 3.43630493e+02
1.82895325e-02, -1.51041560e-02, -4.92791319e-03, 3.41805786e+02
1.81811154e-02, -1.40003478e-02, -5.06461225e-03, 3.43733917e+02
2.40345243e-02, -7.04182638e-03, -3.63396737e-03, 3.61567413e+02
2.34224703e-02, -7.82664679e-03, -3.39761050e-03, 3.59439636e+02
2.31958609e-02, -6.92704273e-03, -3.33337253e-03, 3.60428986e+02
2.40345243e-02, -1.05418274e-02, -3.63396690e-03, 3.55848236e+02
2.34224647e-02, -1.13266567e-02, -3.39760794e-03, 3.53597198e+02
2.31958590e-02, -1.04270447e-02, -3.33337206e-03, 3.54856506e+02
2.40388196e-02, -1.40446667e-02, -3.63575155e-03, 3.48997772e+02
2.34193262e-02, -1.50150042e-02, -3.39682377e-03, 3.46217468e+02
2.32078563e-02, -1.39380824e-02, -3.33651435e-03, 3.48208649e+02
2.66255718e-02, -7.05868937e-03, -6.65613171e-03, 3.68980225e+02
2.63527408e-02, -8.10329523e-03, -5.93696767e-03, 3.65866150e+02
2.62717679e-02, -6.99953409e-03, -5.77420322e-03, 3.67618896e+02
2.66255718e-02, -1.05586890e-02, -6.65613124e-03, 3.62651154e+02
2.63527408e-02, -1.16032986e-02, -5.93696535e-03, 3.59402039e+02
2.62717679e-02, -1.04995342e-02, -5.77420322e-03, 3.61477875e+02
2.66255327e-02, -1.40588842e-02, -6.65577035e-03, 3.54957062e+02
2.63539422e-02, -1.51034528e-02, -5.94080146e-03, 3.51430023e+02
2.62719635e-02, -1.39996270e-02, -5.77446911e-03, 3.54084991e+02
2.45411098e-02, -7.17682391e-03, -1.20920697e-02, 3.74627228e+02
2.52139624e-02, -8.10327474e-03, -1.15883173e-02, 3.72352112e+02
2.53427662e-02, -6.99967286e-03, -1.14678321e-02, 3.74029724e+02
2.45411117e-02, -1.06768245e-02, -1.20920688e-02, 3.67838287e+02
2.52139736e-02, -1.16032837e-02, -1.15883062e-02, 3.65245850e+02
2.53427681e-02, -1.04996739e-02, -1.14678312e-02, 3.67283417e+02
2.45413743e-02, -1.41771156e-02, -1.20919039e-02, 3.59736328e+02
2.51548886e-02, -1.51519878e-02, -1.16403261e-02, 3.56868591e+02
2.53437888e-02, -1.39999902e-02, -1.14670563e-02, 3.59238434e+02
1.87980104e-02, -7.17692589e-03, -1.15985302e-02, 3.68612732e+02
1.94726270e-02, -8.10360257e-03, -1.21008884e-02, 3.69302124e+02
1.96246076e-02, -6.99992338e-03, -1.21901389e-02, 3.71748505e+02
1.87980309e-02, -1.06770592e-02, -1.15985470e-02, 3.62313721e+02
1.94726456e-02, -1.16036385e-02, -1.21009015e-02, 3.62571014e+02
1.96246244e-02, -1.04999375e-02, -1.21901538e-02, 3.65329254e+02
1.87983625e-02, -1.41774621e-02, -1.15988366e-02, 3.54798492e+02
1.93799641e-02, -1.51532572e-02, -1.20423529e-02, 3.54317230e+02
1.96250565e-02, -1.40003283e-02, -1.21905496e-02, 3.57538910e+02
2.06479281e-02, -7.05894502e-03, -1.26231024e-02, 3.73863007e+02
2.14050114e-02, -8.10325984e-03, -1.27798403e-02, 3.72652252e+02
2.15769466e-02, -6.99996436e-03, -1.27982171e-02, 3.75035461e+02
2.06479356e-02, -1.05589461e-02, -1.26231071e-02, 3.67325623e+02
2.14050226e-02, -1.16032669e-02, -1.27798459e-02, 3.65680756e+02
2.15769485e-02, -1.04999645e-02, -1.27982181e-02, 3.68394562e+02
2.06251815e-02, -1.40459808e-02, -1.26164919e-02, 3.59409454e+02
2.12632231e-02, -1.50244152e-02, -1.27603570e-02, 3.57839966e+02
2.15765461e-02, -1.39999352e-02, -1.27981771e-02, 3.60551849e+02
1.75940562e-02, -7.17662647e-03, -9.94672906e-03, 3.63140137e+02
1.79982986e-02, -8.10346100e-03, -1.06813386e-02, 3.64937775e+02
1.81040652e-02, -6.99937623e-03, -1.08326189e-02, 3.67191650e+02
1.75940599e-02, -1.06766913e-02, -9.94673278e-03, 3.57185486e+02
1.79983005e-02, -1.16035221e-02, -1.06813367e-02, 3.58614899e+02
1.81040876e-02, -1.04995491e-02, -1.08326329e-02, 3.61153046e+02
1.75943524e-02, -1.41772619e-02, -9.94725805e-03, 3.50112946e+02
1.79995392e-02, -1.51045909e-02, -1.06830755e-02, 3.50772186e+02
1.81043725e-02, -1.39999129e-02, -1.08329495e-02, 3.53856659e+02
2.05800533e-02, -7.07082963e-03, -3.39687709e-03, 3.56882202e+02
1.98985580e-02, -8.10324121e-03, -3.66565352e-03, 3.54537292e+02
1.97370648e-02, -6.99956203e-03, -3.74773541e-03, 3.56181610e+02
2.05800533e-02, -1.05708288e-02, -3.39687709e-03, 3.51499176e+02
1.98985562e-02, -1.16032436e-02, -3.66565376e-03, 3.49007202e+02
1.97370648e-02, -1.04995621e-02, -3.74773564e-03, 3.50896332e+02
2.05804836e-02, -1.40710250e-02, -3.39680607e-03, 3.45105957e+02
1.99005399e-02, -1.51035273e-02, -3.66493664e-03, 3.42460632e+02
1.97373163e-02, -1.39997080e-02, -3.74758197e-03, 3.44710541e+02
2.60488782e-02, -7.05868844e-03, -1.06093073e-02, 3.74300049e+02
2.64126454e-02, -8.10328498e-03, -9.93158575e-03, 3.71864197e+02
2.64823642e-02, -6.99952990e-03, -9.76369157e-03, 3.73909668e+02
2.60488782e-02, -1.05586890e-02, -1.06093064e-02, 3.67614014e+02
2.64126472e-02, -1.16032874e-02, -9.93158389e-03, 3.64928589e+02
2.64823642e-02, -1.04995295e-02, -9.76369157e-03, 3.67331207e+02
2.60491278e-02, -1.40588833e-02, -1.06090372e-02, 3.59494843e+02
2.64105275e-02, -1.51035124e-02, -9.93503537e-03, 3.56389465e+02
2.64822878e-02, -1.39996056e-02, -9.76402219e-03, 3.59387390e+02
2.26873700e-02, -7.05876714e-03, -1.27675645e-02, 3.75763641e+02
2.34372765e-02, -8.10328778e-03, -1.25974659e-02, 3.73866180e+02
2.36096289e-02, -6.99953409e-03, -1.25399604e-02, 3.76066193e+02
2.26873700e-02, -1.05587672e-02, -1.27675645e-02, 3.69067902e+02
2.34372802e-02, -1.16032893e-02, -1.25974650e-02, 3.66857727e+02
2.36096289e-02, -1.04995342e-02, -1.25399604e-02, 3.69402283e+02
2.26876568e-02, -1.40587883e-02, -1.27676018e-02, 3.60939148e+02
2.34344862e-02, -1.51041606e-02, -1.25977919e-02, 3.58218567e+02
2.36095209e-02, -1.39997378e-02, -1.25400312e-02, 3.61349091e+02
1.76100880e-02, -7.05895806e-03, -6.01763278e-03, 3.56228821e+02
1.73494890e-02, -8.10326729e-03, -6.74555404e-03, 3.54839355e+02
1.73073579e-02, -6.99996483e-03, -6.91328151e-03, 3.56448975e+02
1.76100880e-02, -1.05589591e-02, -6.01763371e-03, 3.50813782e+02
1.73494816e-02, -1.16032762e-02, -6.74556103e-03, 3.49095825e+02
1.73073579e-02, -1.04999645e-02, -6.91328198e-03, 3.50934601e+02
1.76198557e-02, -1.40460916e-02, -5.99594880e-03, 3.44371704e+02
1.73883252e-02, -1.50246015e-02, -6.60829199e-03, 3.42758209e+02
1.73074324e-02, -1.40000228e-02, -6.91295043e-03, 3.44540985e+02
1.71831697e-02, -7.05876248e-03, -8.01718980e-03, 3.59038483e+02
1.72471963e-02, -8.10320117e-03, -8.78236815e-03, 3.59334503e+02
1.72802173e-02, -6.99956808e-03, -8.96213111e-03, 3.61576630e+02
1.71831697e-02, -1.05587635e-02, -8.01719073e-03, 3.53420105e+02
1.72471944e-02, -1.16032073e-02, -8.78236908e-03, 3.53373627e+02
1.72802191e-02, -1.04995798e-02, -8.96213204e-03, 3.55874329e+02
1.71830915e-02, -1.40588125e-02, -8.01749993e-03, 3.46739044e+02
1.72473472e-02, -1.51042202e-02, -8.78077745e-03, 3.46139923e+02
1.72802005e-02, -1.39998216e-02, -8.96208826e-03, 3.49068054e+02
2.24721953e-02, -2.41282471e-02, -3.20572709e-03, 3.12856506e+02
2.29398403e-02, -2.49996539e-02, -3.27510992e-03, 3.05547943e+02
2.19999962e-02, -2.49996576e-02, -3.18254740e-03, 3.04923279e+02
2.24721953e-02, 2.41283253e-02, -3.20571172e-03, 3.88669647e+02
2.50561722e-02, -2.41282471e-02, -1.17239561e-02, 3.16012665e+02
2.46764366e-02, -2.49996521e-02, -1.20055703e-02, 3.06738953e+02
2.54064556e-02, -2.49996632e-02, -1.14064580e-02, 3.06414246e+02
2.50561796e-02, 2.41283253e-02, -1.17239654e-02, 4.07872589e+02
2.57239565e-02, -2.41282471e-02, -4.94382856e-03, 3.13994751e+02
2.60055698e-02, -2.49996521e-02, -5.32356463e-03, 3.05808533e+02
2.54064575e-02, -2.49996632e-02, -4.59354417e-03, 3.05879944e+02
2.57239658e-02, 2.41283271e-02, -4.94382065e-03, 3.96497406e+02
1.89438276e-02, -2.41282471e-02, -1.17239561e-02, 3.15262787e+02
1.85935423e-02, -2.49996521e-02, -1.14064561e-02, 3.06045898e+02
1.93235632e-02, -2.49996632e-02, -1.20055694e-02, 3.06337891e+02
1.89438220e-02, 2.41283271e-02, -1.17239645e-02, 4.01404419e+02
2.42709406e-02, -2.41282471e-02, -3.75137012e-03, 3.13348145e+02
2.46764366e-02, -2.49996651e-02, -3.99443135e-03, 3.05469391e+02
2.38435622e-02, -2.49996763e-02, -3.54925171e-03, 3.05493561e+02
2.42709462e-02, 2.41283253e-02, -3.75135685e-03, 3.92229340e+02
1.97290592e-02, -2.41282508e-02, -1.22486297e-02, 3.15885284e+02
2.01564375e-02, -2.49996651e-02, -1.24507491e-02, 3.06799225e+02
1.97290555e-02, 2.41283271e-02, -1.22486399e-02, 4.04085144e+02
1.82760451e-02, -2.41282489e-02, -1.10561708e-02, 3.14492950e+02
1.79944299e-02, -2.49996632e-02, -1.06764352e-02, 3.05996948e+02
1.82760339e-02, 2.41283271e-02, -1.10561792e-02, 3.98474152e+02
2.50561703e-02, -2.41282545e-02, -4.27604653e-03, 3.13643494e+02
1.89438276e-02, -2.41282471e-02, -4.27604420e-03, 3.11820282e+02
1.93235651e-02, -2.49996521e-02, -3.99442995e-03, 3.04874512e+02
1.85935441e-02, -2.49996632e-02, -4.59354231e-03, 3.04875580e+02
2.50561796e-02, 2.41283271e-02, -4.27603396e-03, 3.94366394e+02
1.89438201e-02, 2.41283253e-02, -4.27603396e-03, 3.84452606e+02
1.97290611e-02, -2.41282489e-02, -3.75137199e-03, 3.11873779e+02
2.01564450e-02, -2.49996576e-02, -3.54925124e-03, 3.04947571e+02
1.97290536e-02, 2.41283271e-02, -3.75135825e-03, 3.84954041e+02
1.82760451e-02, -2.41282508e-02, -4.94382903e-03, 3.11751343e+02
1.79944318e-02, -2.49996651e-02, -5.32356370e-03, 3.04805664e+02
2.15278044e-02, -2.41282508e-02, -3.20573011e-03, 3.12555908e+02
2.10601632e-02, -2.49996632e-02, -3.27511528e-03, 3.05437469e+02
1.82760339e-02, 2.41283271e-02, -4.94381972e-03, 3.84381226e+02
2.15278044e-02, 2.41283253e-02, -3.20571219e-03, 3.87320557e+02
2.42709387e-02, -2.41282489e-02, -1.22486288e-02, 3.16280212e+02
2.38435604e-02, -2.49996632e-02, -1.24507500e-02, 3.06787903e+02
1.77513715e-02, -2.41282508e-02, -1.02709392e-02, 3.13827789e+02
1.75492503e-02, -2.49996651e-02, -9.84355994e-03, 3.05475677e+02
2.42709443e-02, 2.41283271e-02, -1.22486390e-02, 4.08444336e+02
1.77513584e-02, 2.41283271e-02, -1.02709467e-02, 3.95379761e+02
1.73899699e-02, -2.41282508e-02, -9.39843711e-03, 3.13389496e+02
1.72751099e-02, -2.49996651e-02, -8.93983804e-03, 3.05476532e+02
1.73899569e-02, 2.41283271e-02, -9.39844176e-03, 3.92499939e+02
1.72057282e-02, -2.41282508e-02, -8.47219490e-03, 3.12964264e+02
1.71825439e-02, -2.49996651e-02, -7.99999852e-03, 3.05354034e+02
1.77513715e-02, -2.41282508e-02, -5.72906015e-03, 3.11853516e+02
1.75492503e-02, -2.49996651e-02, -6.15643756e-03, 3.05176788e+02
1.72057170e-02, 2.41283271e-02, -8.47219583e-03, 3.89992004e+02
1.77513584e-02, 2.41283271e-02, -5.72905364e-03, 3.84971466e+02
2.62486301e-02, -2.41282471e-02, -1.02709401e-02, 3.16159485e+02
2.60055680e-02, -2.49996651e-02, -1.06764361e-02, 3.06799530e+02
2.64507495e-02, -2.49996651e-02, -9.84356273e-03, 3.06621979e+02
1.73899699e-02, -2.41282508e-02, -6.60156226e-03, 3.12013702e+02
1.72751099e-02, -2.49996781e-02, -7.06015993e-03, 3.04693787e+02
2.62486432e-02, 2.41283253e-02, -1.02709476e-02, 4.06889191e+02
1.73899569e-02, 2.41283271e-02, -6.60155900e-03, 3.85957153e+02
2.67942734e-02, -2.41282471e-02, -7.52780540e-03, 3.15739899e+02
2.68174578e-02, -2.49996521e-02, -8.00000131e-03, 3.06695740e+02
2.67248917e-02, -2.49996632e-02, -7.06016133e-03, 3.06328888e+02
2.67942715e-02, -2.41282489e-02, -8.47219490e-03, 3.16209076e+02
2.67248899e-02, -2.49996763e-02, -8.93983990e-03, 3.06672058e+02
2.66100299e-02, -2.41282564e-02, -9.39843711e-03, 3.16235565e+02
1.72057301e-02, -2.41282564e-02, -7.52780540e-03, 3.12377289e+02
2.67942883e-02, 2.41283253e-02, -7.52780400e-03, 4.03071808e+02
2.67942883e-02, 2.41283253e-02, -8.47219583e-03, 4.04872681e+02
2.66100466e-02, 2.41283253e-02, -9.39844269e-03, 4.05987762e+02
1.72057189e-02, 2.41283271e-02, -7.52780447e-03, 3.87594452e+02
2.15278044e-02, -2.41282471e-02, -1.27942739e-02, 3.16887970e+02
2.10601594e-02, -2.49996651e-02, -1.27248913e-02, 3.06858948e+02
2.19999980e-02, -2.49996651e-02, -1.28174573e-02, 3.07035492e+02
2.15278044e-02, 2.41283271e-02, -1.27942832e-02, 4.07914978e+02
2.24721953e-02, -2.41282508e-02, -1.27942720e-02, 3.17073700e+02
2.29398385e-02, -2.49996763e-02, -1.27248894e-02, 3.07014709e+02
2.24721953e-02, 2.41283271e-02, -1.27942814e-02, 4.08841461e+02
2.57239528e-02, -2.41282545e-02, -1.10561699e-02, 3.15961975e+02
2.57239658e-02, 2.41283253e-02, -1.10561801e-02, 4.07389923e+02
2.66100299e-02, -2.41282508e-02, -6.60156272e-03, 3.15024689e+02
2.64507495e-02, -2.49996763e-02, -6.15644082e-03, 3.06100555e+02
2.66100448e-02, 2.41283271e-02, -6.60155807e-03, 4.00778351e+02
2.62486283e-02, -2.41282545e-02, -5.72906155e-03, 3.14498505e+02
2.33984366e-02, -2.41282564e-02, -1.26100285e-02, 3.16820282e+02
2.06015632e-02, -2.41282545e-02, -1.26100304e-02, 3.16415070e+02
2.62486413e-02, 2.41283271e-02, -5.72905457e-03, 3.98592987e+02
2.33984403e-02, 2.41283271e-02, -1.26100406e-02, 4.08939148e+02
2.06015594e-02, 2.41283271e-02, -1.26100415e-02, 4.06298401e+02
2.33984366e-02, -2.41282545e-02, -3.38997063e-03, 3.13201050e+02
2.06015632e-02, -2.41282545e-02, -3.38997273e-03, 3.12353943e+02
2.33984422e-02, 2.41283253e-02, -3.38995364e-03, 3.90460968e+02
2.06015576e-02, 2.41283271e-02, -3.38995480e-03, 3.86224213e+02
2.10334342e-02, -1.03276863e-03, -3.28113441e-03, 3.65473633e+02
