
[Name]
finFluid2

[Data]
X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
-1.79218408e-02, 5.55879250e-03, 6.09706575e-03, 3.56967957e+02
-1.75094344e-02, 2.61085387e-03, 7.69340480e-03, 3.55432892e+02
-1.77044738e-02, 4.48570633e-03, 6.66040136e-03, 3.56421234e+02
-1.79287549e-02, 2.05962523e-03, 6.08170871e-03, 3.53370728e+02
-2.55099535e-02, 1.46846930e-02, 5.18120313e-03, 3.78081421e+02
-2.55005788e-02, 1.14159891e-02, 5.17165568e-03, 3.75135773e+02
-2.55004726e-02, 7.91587494e-03, 5.17155742e-03, 3.71726196e+02
-2.55004838e-02, 4.41607647e-03, 5.17325895e-03, 3.67831146e+02
-1.78266224e-02, -9.77746444e-04, 9.68531240e-03, 3.55360138e+02
-1.75503809e-02, 8.86448193e-04, 8.66507832e-03, 3.54917236e+02
-1.78240947e-02, -4.48958715e-03, 9.67859570e-03, 3.50473480e+02
-1.75355971e-02, -2.51387921e-03, 8.56533181e-03, 3.50916748e+02
-1.85972974e-02, 8.59209220e-04, 5.05491300e-03, 3.51978027e+02
-1.87116414e-02, -2.58429581e-03, 4.92777256e-03, 3.48097809e+02
-1.78267229e-02, 1.30220158e-02, 9.68564488e-03, 3.69518463e+02
-1.75261553e-02, 1.49911083e-02, 8.49764794e-03, 3.68751343e+02
-1.78241096e-02, 9.51041933e-03, 9.67862271e-03, 3.66216339e+02
-1.75356045e-02, 1.14862556e-02, 8.56569037e-03, 3.65547882e+02
-1.78241096e-02, 6.01038570e-03, 9.67863761e-03, 3.62839050e+02
-1.75356232e-02, 7.98628666e-03, 8.56581796e-03, 3.62296539e+02
-1.87065322e-02, 1.48068676e-02, 4.93011065e-03, 3.65502472e+02
-1.77875366e-02, 2.61034397e-03, 9.58218239e-03, 3.59092560e+02
-1.75355226e-02, 4.48556570e-03, 8.56691506e-03, 3.58802124e+02
-1.87116079e-02, 1.14158820e-02, 4.92784195e-03, 3.62373169e+02
-1.87115613e-02, 7.91589823e-03, 4.92792064e-03, 3.59153870e+02
-1.87113136e-02, 4.41577844e-03, 4.92813019e-03, 3.55694000e+02
-2.62672193e-02, -9.77716874e-04, 9.43071023e-03, 3.68270172e+02
-2.58151330e-02, 8.85821122e-04, 1.03846006e-02, 3.70985077e+02
-2.62651015e-02, -4.48967377e-03, 9.43763275e-03, 3.62784332e+02
-2.57678926e-02, -2.51428061e-03, 1.04621276e-02, 3.66465607e+02
-1.90052502e-02, -1.44195231e-03, 1.13593061e-02, 3.59354187e+02
-1.94386002e-02, -2.58036028e-03, 1.17007932e-02, 3.59192993e+02
-1.90050025e-02, -4.94116032e-03, 1.13589633e-02, 3.54357513e+02
-2.62672137e-02, 1.30217765e-02, 9.43076238e-03, 3.84170990e+02
-2.57201884e-02, 1.48650873e-02, 1.05351722e-02, 3.86774933e+02
-2.62651015e-02, 9.51031595e-03, 9.43763368e-03, 3.80726837e+02
-2.57680174e-02, 1.14858402e-02, 1.04618594e-02, 3.83294342e+02
-2.62651183e-02, 6.01028791e-03, 9.43761226e-03, 3.76935089e+02
-2.57682372e-02, 7.98593927e-03, 1.04614217e-02, 3.79716675e+02
-2.62307804e-02, 2.61065620e-03, 9.53272358e-03, 3.72669037e+02
-2.57689152e-02, 4.48537339e-03, 1.04603935e-02, 3.75702179e+02
-1.95000228e-02, 1.48771079e-02, 1.17428554e-02, 3.78332214e+02
-1.90045815e-02, 1.25589538e-02, 1.13584688e-02, 3.74451172e+02
-1.94384772e-02, 1.14197433e-02, 1.17006777e-02, 3.74925964e+02
-1.90049782e-02, 9.05880705e-03, 1.13589261e-02, 3.71167725e+02
-1.94385275e-02, 7.91973621e-03, 1.17007233e-02, 3.71550140e+02
-1.90049950e-02, 5.55879297e-03, 1.13589503e-02, 3.67640167e+02
-1.94388330e-02, 4.41956380e-03, 1.17009990e-02, 3.67897003e+02
-1.89411826e-02, 2.14458117e-03, 1.13017894e-02, 3.63864929e+02
-1.82385985e-02, 8.00185080e-04, 1.04700588e-02, 3.59497955e+02
-1.81202069e-02, -2.58443574e-03, 1.02803456e-02, 3.54712830e+02
-1.81212947e-02, 1.48070054e-02, 1.02861756e-02, 3.73483612e+02
-1.81202516e-02, 1.14157451e-02, 1.02803838e-02, 3.69845123e+02
-1.81203149e-02, 7.91575853e-03, 1.02804527e-02, 3.66562103e+02
-1.81206260e-02, 4.41551441e-03, 1.02809556e-02, 3.63045441e+02
-2.64577251e-02, 8.59207939e-04, 8.61684233e-03, 3.69930023e+02
-2.64311451e-02, -2.58427067e-03, 8.78569577e-03, 3.65252533e+02
-2.64341030e-02, 1.48066515e-02, 8.78113229e-03, 3.85412598e+02
-2.64311377e-02, 1.14158764e-02, 8.78561847e-03, 3.82027954e+02
-2.64311340e-02, 7.91589729e-03, 8.78551695e-03, 3.78454041e+02
-2.64312234e-02, 4.41581011e-03, 8.78514163e-03, 3.74468109e+02
-2.09089015e-02, -7.99025968e-03, 3.63497320e-03, 3.42658905e+02
-2.20648516e-02, -6.01407653e-03, 3.50122480e-03, 3.46764984e+02
-2.26662848e-02, -8.44169687e-03, 3.54929734e-03, 3.43935699e+02
-2.09089667e-02, -1.14904288e-02, 3.63494805e-03, 3.36950256e+02
-2.20646840e-02, -9.51414462e-03, 3.50101548e-03, 3.41315948e+02
-2.26667318e-02, -1.19422153e-02, 3.54925985e-03, 3.37785858e+02
-2.09849160e-02, -1.50116626e-02, 3.61475395e-03, 3.29992310e+02
-2.20641196e-02, -1.30148446e-02, 3.50040477e-03, 3.35086853e+02
-2.27365177e-02, -1.53045943e-02, 3.56027531e-03, 3.30978546e+02
-2.52621174e-02, -1.50048621e-02, 1.11020776e-02, 3.40988708e+02
-2.44008079e-02, -1.30142858e-02, 1.18072284e-02, 3.45841034e+02
-2.38579661e-02, -1.54424254e-02, 1.20996879e-02, 3.39321930e+02
-2.52929591e-02, -7.98984990e-03, 1.10659469e-02, 3.57366455e+02
-2.44769789e-02, -6.23185467e-03, 1.17575321e-02, 3.59609375e+02
-2.38323249e-02, -8.53474718e-03, 1.21110175e-02, 3.55502563e+02
-2.52154730e-02, -1.13894567e-02, 1.11495983e-02, 3.49743866e+02
-2.43971851e-02, -9.51517094e-03, 1.18085248e-02, 3.53955750e+02
-2.38475129e-02, -1.19421175e-02, 1.21037206e-02, 3.48224915e+02
-2.06749402e-02, -1.54441986e-02, 1.23016126e-02, 3.37201141e+02
-2.13461705e-02, -5.98064018e-03, 1.24519467e-02, 3.58108612e+02
-2.06676871e-02, -8.44151527e-03, 1.22986129e-02, 3.52233276e+02
-2.12290511e-02, -9.61458776e-03, 1.24332327e-02, 3.50973694e+02
-2.06766762e-02, -1.19421482e-02, 1.23020913e-02, 3.45276123e+02
-2.21520178e-02, -1.32192234e-02, 1.24990139e-02, 3.44852783e+02
-2.21085828e-02, -1.56107089e-02, 1.25001576e-02, 3.38503082e+02
-2.24050023e-02, -6.22242503e-03, 1.24812322e-02, 3.58746063e+02
-2.22627372e-02, -8.51533283e-03, 1.24944039e-02, 3.54784424e+02
-2.24169362e-02, -9.72150732e-03, 1.24797327e-02, 3.52347809e+02
-2.20239870e-02, -1.20661128e-02, 1.25018051e-02, 3.47375793e+02
-1.92042831e-02, -7.98958540e-03, 4.47302312e-03, 3.40979889e+02
-2.01895107e-02, -6.01373380e-03, 3.88017832e-03, 3.44419647e+02
-1.92042794e-02, -1.14896316e-02, 4.47302265e-03, 3.35415009e+02
-2.01895460e-02, -9.51372273e-03, 3.88016226e-03, 3.39191193e+02
-1.92540791e-02, -1.50093520e-02, 4.43445658e-03, 3.28740692e+02
-2.01888699e-02, -1.30145382e-02, 3.88029963e-03, 3.33138306e+02
-1.75048318e-02, -7.99025036e-03, 7.80642359e-03, 3.42683868e+02
-1.77046861e-02, -6.01395173e-03, 6.66015502e-03, 3.44266235e+02
-1.79218538e-02, -8.44115391e-03, 6.09708065e-03, 3.40212189e+02
-2.59009320e-02, -1.50045818e-02, 5.75337047e-03, 3.37127991e+02
-2.63319984e-02, -1.30135464e-02, 6.77854149e-03, 3.43184387e+02
-2.64646690e-02, -1.52979791e-02, 7.43428431e-03, 3.38210785e+02
-1.75039452e-02, -1.14881545e-02, 7.79139576e-03, 3.36670013e+02
-1.77046843e-02, -9.51414369e-03, 6.66008145e-03, 3.39014984e+02
-1.79217067e-02, -1.19410418e-02, 6.09744852e-03, 3.34553925e+02
-2.58745179e-02, -7.98918027e-03, 5.71254641e-03, 3.52092194e+02
-2.63321139e-02, -6.01318385e-03, 6.78427797e-03, 3.57001617e+02
-2.64566503e-02, -8.44119582e-03, 7.37481145e-03, 3.53532288e+02
-2.59330533e-02, -1.13891698e-02, 5.81132760e-03, 3.45360687e+02
-2.63321381e-02, -9.51431319e-03, 6.78398926e-03, 3.50670685e+02
-2.64592152e-02, -1.19403992e-02, 7.39130471e-03, 3.46157532e+02
-2.45960969e-02, -1.49731562e-02, 4.32367297e-03, 3.34528503e+02
-2.53691506e-02, -1.31135369e-02, 5.01789618e-03, 3.40149841e+02
-2.45802030e-02, -7.97854830e-03, 4.31225169e-03, 3.48551697e+02
-2.54862756e-02, -6.06024638e-03, 5.15345857e-03, 3.53878967e+02
-2.46707164e-02, -1.13895442e-02, 4.37853578e-03, 3.42107971e+02
-2.54354924e-02, -9.51457862e-03, 5.09303203e-03, 3.47442902e+02
-1.75075624e-02, -1.50309587e-02, 7.72008859e-03, 3.29728241e+02
-1.77039113e-02, -1.30133443e-02, 6.66180020e-03, 3.33055695e+02
-1.79643854e-02, -1.54007934e-02, 6.00714143e-03, 3.28122620e+02
-2.38562133e-02, -1.31410873e-02, 3.90039664e-03, 3.37420380e+02
-2.40317769e-02, -6.07760204e-03, 3.98418540e-03, 3.50425232e+02
-2.40111277e-02, -9.58448835e-03, 3.97420861e-03, 3.44433350e+02
-1.78130399e-02, -1.50029343e-02, 9.65026766e-03, 3.32333832e+02
-1.75263416e-02, -1.30559532e-02, 8.49818718e-03, 3.34469727e+02
-1.78241078e-02, -7.98960496e-03, 9.67863202e-03, 3.45260406e+02
-1.75356232e-02, -6.01371378e-03, 8.56581796e-03, 3.46197815e+02
-1.77873150e-02, -1.13895005e-02, 9.58138146e-03, 3.39262238e+02
-1.75355617e-02, -9.51439887e-03, 8.56607407e-03, 3.40857117e+02
-2.62623020e-02, -1.49732046e-02, 9.44500230e-03, 3.40528259e+02
-2.58161742e-02, -1.31136021e-02, 1.03834635e-02, 3.45554993e+02
-2.62656752e-02, -7.98938982e-03, 9.43520013e-03, 3.56430481e+02
-2.57683489e-02, -6.01394707e-03, 1.04610641e-02, 3.60740845e+02
-2.62308046e-02, -1.13894027e-02, 9.53247957e-03, 3.49194397e+02
-2.57629827e-02, -9.51438490e-03, 1.04683852e-02, 3.53678680e+02
-1.87115595e-02, -6.08410826e-03, 4.92792157e-03, 3.43566681e+02
-1.87115557e-02, -9.58410371e-03, 4.92792437e-03, 3.38415649e+02
-1.87113564e-02, -1.30842663e-02, 4.92814742e-03, 3.32435303e+02
-1.89444944e-02, -1.54012330e-02, 1.13047780e-02, 3.34103363e+02
-1.94385946e-02, -6.07942697e-03, 1.17008127e-02, 3.53910187e+02
-1.90049354e-02, -8.44120327e-03, 1.13588953e-02, 3.48617493e+02
-1.94387566e-02, -9.58044268e-03, 1.17009478e-02, 3.47842865e+02
-1.89421438e-02, -1.18556255e-02, 1.13026462e-02, 3.42137726e+02
-1.82097312e-02, -1.31416712e-02, 1.04250722e-02, 3.37449585e+02
-1.81203075e-02, -6.08422747e-03, 1.02804480e-02, 3.49698822e+02
-1.81205980e-02, -9.58446972e-03, 1.02808988e-02, 3.43998474e+02
-2.64580566e-02, -1.31405657e-02, 8.61521065e-03, 3.44780884e+02
-2.64311284e-02, -6.08405704e-03, 8.78546108e-03, 3.59449005e+02
-2.64311861e-02, -9.58420616e-03, 8.78514443e-03, 3.52786194e+02
-2.10783016e-02, -2.06385786e-03, 3.59507650e-03, 3.50635712e+02
-2.12868191e-02, 1.05346274e-03, 3.55606643e-03, 3.54220612e+02
-2.30823997e-02, 8.91706499e-04, 3.63194710e-03, 3.57446106e+02
-2.10765321e-02, -5.56356739e-03, 3.59534426e-03, 3.46054871e+02
-2.11508796e-02, -2.84671597e-03, 3.58045334e-03, 3.49638153e+02
-2.30987854e-02, -2.59346352e-03, 3.63594969e-03, 3.53626282e+02
-2.10767444e-02, 1.19365966e-02, 3.59527580e-03, 3.64912567e+02
-2.11101267e-02, 1.49333449e-02, 3.58805177e-03, 3.67684967e+02
-2.30154712e-02, 1.48924803e-02, 3.61494091e-03, 3.71248505e+02
-2.10765041e-02, 8.43645912e-03, 3.59535264e-03, 3.61711884e+02
-2.11503077e-02, 1.11535611e-02, 3.58054298e-03, 3.64314423e+02
-2.30958275e-02, 1.14075467e-02, 3.63573269e-03, 3.68426819e+02
-2.10764669e-02, 4.93603200e-03, 3.59530863e-03, 3.58304352e+02
-2.11501680e-02, 7.65350927e-03, 3.58056370e-03, 3.61065338e+02
-2.30953619e-02, 7.90736917e-03, 3.63566563e-03, 3.65153076e+02
-2.15468444e-02, 1.82516559e-03, 3.52292811e-03, 3.55700470e+02
-2.11499278e-02, 4.15267330e-03, 3.58037231e-03, 3.57570618e+02
-2.30818503e-02, 4.39179922e-03, 3.63196083e-03, 3.61397003e+02
-2.04277169e-02, 9.24578693e-04, 1.22175487e-02, 3.66222687e+02
-2.15647966e-02, -1.86026935e-03, 1.24803744e-02, 3.64763977e+02
-2.02667341e-02, -2.60645919e-03, 1.21528767e-02, 3.61264496e+02
-2.03726497e-02, 1.49913374e-02, 1.21955480e-02, 3.80796906e+02
-2.15632971e-02, 1.21399732e-02, 1.24801146e-02, 3.80794556e+02
-2.02663504e-02, 1.13935871e-02, 1.21527724e-02, 3.77293640e+02
-2.15607416e-02, 8.64050444e-03, 1.24796396e-02, 3.77335419e+02
-2.02663578e-02, 7.89365917e-03, 1.21527892e-02, 3.73861298e+02
-2.15608254e-02, 5.14049502e-03, 1.24796508e-02, 3.73577026e+02
-2.02667136e-02, 4.39360784e-03, 1.21528916e-02, 3.70101471e+02
-2.13765353e-02, 1.55708275e-03, 1.24572469e-02, 3.68896545e+02
-2.33191457e-02, -2.01416784e-03, 1.23044690e-02, 3.66670227e+02
-2.32345685e-02, 1.05270906e-03, 1.23280473e-02, 3.70681305e+02
-2.26951595e-02, -2.05433229e-03, 1.24486787e-02, 3.66101654e+02
-2.33113822e-02, -5.64322341e-03, 1.23050325e-02, 3.60660278e+02
-2.51114909e-02, -1.98535272e-03, 1.12499883e-02, 3.66839020e+02
-2.50267554e-02, 9.92266112e-04, 1.13320537e-02, 3.70998444e+02
-2.37749349e-02, 6.77491887e-04, 1.21377343e-02, 3.70659790e+02
-2.39657946e-02, -1.88635010e-03, 1.20482063e-02, 3.66742645e+02
-2.51073744e-02, -5.49754873e-03, 1.12535544e-02, 3.61205200e+02
-2.51263194e-02, -2.84744194e-03, 1.12381671e-02, 3.65625366e+02
-2.37019230e-02, -2.72398558e-03, 1.21692708e-02, 3.65857117e+02
-2.39627492e-02, -5.44404704e-03, 1.20484056e-02, 3.60977631e+02
-2.33187433e-02, 1.19856950e-02, 1.23046041e-02, 3.83148499e+02
-2.32281443e-02, 1.51918605e-02, 1.23310117e-02, 3.85991730e+02
-2.26947106e-02, 1.19454237e-02, 1.24488063e-02, 3.82519073e+02
-2.33284812e-02, 8.48511793e-03, 1.22994054e-02, 3.79381836e+02
-2.51116175e-02, 1.20145921e-02, 1.12498160e-02, 3.83470123e+02
-2.49360390e-02, 1.52846053e-02, 1.14131225e-02, 3.87017517e+02
-2.37018298e-02, 1.47354212e-02, 1.21686962e-02, 3.86086975e+02
-2.39660423e-02, 1.21136075e-02, 1.20480377e-02, 3.83264740e+02
-2.51115821e-02, 8.51202942e-03, 1.12497276e-02, 3.79922974e+02
-2.51264051e-02, 1.11526139e-02, 1.12380572e-02, 3.82791901e+02
-2.37019211e-02, 1.12759871e-02, 1.21692736e-02, 3.82780121e+02
-2.39705425e-02, 8.61429796e-03, 1.20449532e-02, 3.79675110e+02
-2.33285837e-02, 4.98498371e-03, 1.22993803e-02, 3.75569458e+02
-2.31202021e-02, 7.83713907e-03, 1.23605859e-02, 3.78388184e+02
-2.33236626e-02, 1.82501005e-03, 1.23030366e-02, 3.71955109e+02
-2.31204536e-02, 4.33729216e-03, 1.23605002e-02, 3.74487793e+02
-2.27433816e-02, 1.57926849e-03, 1.24399392e-02, 3.71061951e+02
-2.51118317e-02, 5.01176342e-03, 1.12494649e-02, 3.76012787e+02
-2.51269583e-02, 7.65264081e-03, 1.12374099e-02, 3.79173950e+02
-2.37205029e-02, 7.77521916e-03, 1.21594975e-02, 3.79038361e+02
-2.39707325e-02, 5.11412369e-03, 1.20448172e-02, 3.75819611e+02
-2.48364545e-02, 1.72804063e-03, 1.14950640e-02, 3.72046661e+02
-2.51278225e-02, 4.15199343e-03, 1.12365568e-02, 3.75098694e+02
-2.37203389e-02, 4.27599763e-03, 1.21595375e-02, 3.75073090e+02
-2.40151510e-02, 1.57471315e-03, 1.20244483e-02, 3.71803253e+02
-1.93327684e-02, -2.06285529e-03, 4.37500514e-03, 3.49097046e+02
-1.94710214e-02, 9.94384405e-04, 4.27622069e-03, 3.52183411e+02
-1.93320643e-02, -5.56238694e-03, 4.37546661e-03, 3.44632446e+02
-1.93917919e-02, -2.84584542e-03, 4.33214381e-03, 3.47867737e+02
-1.93323977e-02, 1.19375037e-02, 4.37523471e-03, 3.63225006e+02
-1.95390563e-02, 1.52564216e-02, 4.23054863e-03, 3.66092590e+02
-1.93320643e-02, 8.43765028e-03, 4.37546521e-03, 3.60041931e+02
-1.93916373e-02, 1.11543452e-02, 4.33224672e-03, 3.62303619e+02
-1.93318445e-02, 4.93744947e-03, 4.37554205e-03, 3.56616638e+02
-1.93915702e-02, 7.65438378e-03, 4.33229841e-03, 3.59049561e+02
-1.96924154e-02, 1.73763128e-03, 4.13563708e-03, 3.53316620e+02
-1.93904713e-02, 4.15382488e-03, 4.33273194e-03, 3.55571991e+02
-2.06320342e-02, 1.63180265e-03, 3.71166831e-03, 3.54548248e+02
-2.59623379e-02, -2.06311769e-03, 5.86635293e-03, 3.61791351e+02
-2.60623265e-02, 1.03351090e-03, 6.06219005e-03, 3.65535919e+02
-2.64900737e-02, 9.91485314e-04, 7.69691821e-03, 3.69007904e+02
-2.59624161e-02, -5.56260860e-03, 5.86666213e-03, 3.56493805e+02
-2.59960406e-02, -2.84599769e-03, 5.92958275e-03, 3.60306335e+02
-2.64941361e-02, -2.59126537e-03, 7.77346548e-03, 3.64131073e+02
-2.46111974e-02, 9.91334091e-04, 4.33421694e-03, 3.61475891e+02
-2.47848444e-02, -2.60284753e-03, 4.46534250e-03, 3.57309204e+02
-2.36167666e-02, -5.32038650e-03, 3.79940239e-03, 3.50423584e+02
-2.59623677e-02, 1.19374190e-02, 5.86647866e-03, 3.77622955e+02
-2.59420965e-02, 1.48204891e-02, 5.82919084e-03, 3.79688110e+02
-2.64793877e-02, 1.47602716e-02, 7.55132176e-03, 3.83582489e+02
-2.59621684e-02, 8.43727216e-03, 5.86607866e-03, 3.74239319e+02
-2.59960610e-02, 1.11542242e-02, 5.92970289e-03, 3.76600372e+02
-2.64941249e-02, 1.14089400e-02, 7.77352881e-03, 3.80762054e+02
-2.59624384e-02, 4.93735122e-03, 5.86656807e-03, 3.70467072e+02
-2.59959996e-02, 7.65417051e-03, 5.92956226e-03, 3.73119934e+02
-2.64940858e-02, 7.90890772e-03, 7.77332485e-03, 3.77217682e+02
-2.46038772e-02, 1.47568639e-02, 4.32776101e-03, 3.75474274e+02
-2.36169975e-02, 1.21663548e-02, 3.79948481e-03, 3.70114441e+02
-2.47897673e-02, 1.13974679e-02, 4.46849223e-03, 3.72941559e+02
-2.36167908e-02, 8.66627786e-03, 3.79938795e-03, 3.66901825e+02
-2.46401150e-02, 4.49403841e-03, 4.35660779e-03, 3.65365204e+02
-2.37641037e-02, 1.52849604e-03, 3.86018679e-03, 3.59698120e+02
-2.47896351e-02, 7.89735187e-03, 4.46840143e-03, 3.69608826e+02
-2.37563979e-02, 5.01493318e-03, 3.85691295e-03, 3.63527222e+02
-2.61642467e-02, 1.82558259e-03, 6.29510870e-03, 3.67279419e+02
-2.59959493e-02, 4.15406004e-03, 5.92916505e-03, 3.69259216e+02
-2.64942031e-02, 4.40879166e-03, 7.77362939e-03, 3.73300079e+02
-1.75146125e-02, -2.06367439e-03, 7.63318082e-03, 3.50516571e+02
-1.75364725e-02, 1.05371024e-03, 7.42179342e-03, 3.53551697e+02
-1.80692207e-02, 9.91495443e-04, 5.80878090e-03, 3.52256866e+02
-1.75144505e-02, -5.56346402e-03, 7.63438735e-03, 3.45968323e+02
-1.75212473e-02, -2.84648780e-03, 7.55920680e-03, 3.49168701e+02
-1.81076415e-02, -2.59141787e-03, 5.74208703e-03, 3.48179626e+02
-2.55939867e-02, -1.77915918e-03, 5.28865540e-03, 3.60764679e+02
-2.55949236e-02, -5.27858967e-03, 5.29021816e-03, 3.55577271e+02
-1.75144654e-02, 1.19366683e-02, 7.63405394e-03, 3.64769318e+02
-1.75171886e-02, 1.49332397e-02, 7.59946415e-03, 3.67118408e+02
-1.79914460e-02, 1.47762801e-02, 5.95055614e-03, 3.65541504e+02
-1.75144505e-02, 8.43653735e-03, 7.63438828e-03, 3.61571960e+02
-1.75211262e-02, 1.11536020e-02, 7.55990203e-03, 3.63761932e+02
-1.81076564e-02, 1.14087807e-02, 5.74210100e-03, 3.62459961e+02
-1.75143499e-02, 4.93620988e-03, 7.63466209e-03, 3.58059113e+02
-1.75211187e-02, 7.65357027e-03, 7.55999144e-03, 3.60485168e+02
-1.81075912e-02, 7.90873356e-03, 5.74226165e-03, 3.59240784e+02
-1.75788924e-02, 1.82563812e-03, 7.16210762e-03, 3.53925781e+02
-1.75206158e-02, 4.15277621e-03, 7.56151089e-03, 3.56837830e+02
-1.81075986e-02, 4.40858491e-03, 5.74205490e-03, 3.55789581e+02
-2.50430740e-02, 1.51435500e-02, 4.68202820e-03, 3.76988129e+02
-2.55944729e-02, 1.22216847e-02, 5.28949266e-03, 3.76250488e+02
-2.55942550e-02, 8.72137863e-03, 5.28919324e-03, 3.72937561e+02
-2.55948771e-02, 5.22170123e-03, 5.29004075e-03, 3.69193512e+02
-2.56981049e-02, 1.58720370e-03, 5.43443486e-03, 3.65327332e+02
-1.77667364e-02, -2.06288043e-03, 9.52777732e-03, 3.53659027e+02
-1.77111365e-02, 9.94227710e-04, 9.36664920e-03, 3.56895233e+02
-1.77669898e-02, -5.56238135e-03, 9.52862110e-03, 3.48879700e+02
-1.77424252e-02, -2.84576043e-03, 9.45908017e-03, 3.52273651e+02
-1.88145768e-02, -1.77923683e-03, 4.81863087e-03, 3.49171326e+02
-1.88139267e-02, -5.27862227e-03, 4.81926836e-03, 3.44778259e+02
-1.77668650e-02, 1.19374758e-02, 9.52823833e-03, 3.68331055e+02
-1.76868420e-02, 1.52564161e-02, 9.28905513e-03, 3.70487946e+02
-1.77669916e-02, 8.43762048e-03, 9.52862296e-03, 3.65104706e+02
-1.77424792e-02, 1.11543229e-02, 9.45926737e-03, 3.67301666e+02
-1.77670158e-02, 4.93739452e-03, 9.52889118e-03, 3.61680298e+02
-1.77425109e-02, 7.65436189e-03, 9.45934653e-03, 3.64019073e+02
-1.82660371e-02, 1.51716834e-02, 5.48458006e-03, 3.65761322e+02
-1.91611741e-02, 1.46975145e-02, 4.50475514e-03, 3.65534943e+02
-1.88144371e-02, 1.22213755e-02, 4.81878594e-03, 3.63151855e+02
-1.76393352e-02, 1.73759949e-03, 9.11474321e-03, 3.56951233e+02
-1.77426375e-02, 4.15370055e-03, 9.46060661e-03, 3.60581696e+02
-1.74997393e-02, 1.63193594e-03, 8.09353590e-03, 3.55234406e+02
-1.88139249e-02, 8.72140285e-03, 4.81926836e-03, 3.60006775e+02
-1.88138559e-02, 5.22134593e-03, 4.81929909e-03, 3.56598236e+02
-1.89382806e-02, 1.57208904e-03, 4.70044604e-03, 3.52858948e+02
-2.62110811e-02, -2.06293724e-03, 9.58823413e-03, 3.66928070e+02
-2.61487812e-02, 9.94218281e-04, 9.74629354e-03, 3.70676575e+02
-2.62114983e-02, -5.56239951e-03, 9.58729256e-03, 3.61243958e+02
-2.61857379e-02, -2.84574972e-03, 9.65471007e-03, 3.65394470e+02
-1.88777894e-02, 9.89665277e-04, 1.12406705e-02, 3.62303162e+02
-1.97796375e-02, -1.83648302e-03, 1.19152227e-02, 3.61007507e+02
-1.87189952e-02, -2.60274578e-03, 1.10804718e-02, 3.57083954e+02
-1.97806638e-02, -5.32183051e-03, 1.19157992e-02, 3.55883423e+02
-2.62112524e-02, 1.19373435e-02, 9.58785601e-03, 3.83467224e+02
-2.61168424e-02, 1.52557800e-02, 9.82149038e-03, 3.86704254e+02
-2.53266748e-02, 1.47261536e-02, 1.10344132e-02, 3.86691223e+02
-2.62114722e-02, 8.43754131e-03, 9.58736986e-03, 3.79947357e+02
-2.61857882e-02, 1.11543257e-02, 9.65458807e-03, 3.82437805e+02
-2.62116380e-02, 4.93738521e-03, 9.58710629e-03, 3.75994354e+02
-2.61858478e-02, 7.65437819e-03, 9.65444930e-03, 3.78824982e+02
-2.60400530e-02, 1.73747435e-03, 9.98446811e-03, 3.71873230e+02
-2.61866692e-02, 4.15391335e-03, 9.65312589e-03, 3.74719604e+02
-2.55030356e-02, 1.60524319e-03, 1.08268522e-02, 3.72292114e+02
-1.88807175e-02, 1.47573231e-02, 1.12460451e-02, 3.76336792e+02
-1.97789241e-02, 1.21640051e-02, 1.19146854e-02, 3.76530884e+02
-1.87189151e-02, 1.13974167e-02, 1.10803824e-02, 3.72525330e+02
-1.97791215e-02, 8.66401568e-03, 1.19148279e-02, 3.73184906e+02
-1.87189728e-02, 7.89739378e-03, 1.10804308e-02, 3.69195007e+02
-1.97792072e-02, 5.16398530e-03, 1.19148931e-02, 3.69563538e+02
-1.87201314e-02, 4.39708307e-03, 1.10814711e-02, 3.65604004e+02
-1.96611863e-02, 1.53480633e-03, 1.18449433e-02, 3.65143646e+02
-1.80447120e-02, -1.77940133e-03, 1.01501783e-02, 3.55563110e+02
-1.80451255e-02, -5.27865347e-03, 1.01509597e-02, 3.50711853e+02
-1.85248144e-02, 1.51652703e-02, 1.08624781e-02, 3.75485748e+02
-1.78424641e-02, 1.46975433e-02, 9.72929411e-03, 3.71367676e+02
-1.80448536e-02, 1.22213354e-02, 1.01504270e-02, 3.70281891e+02
-1.80451255e-02, 8.72136001e-03, 1.01509588e-02, 3.67045746e+02
-1.80451553e-02, 5.22128632e-03, 1.01510715e-02, 3.63598297e+02
-1.79664530e-02, 1.57181383e-03, 9.99771338e-03, 3.59330078e+02
-2.64041331e-02, -1.77926675e-03, 8.93371087e-03, 3.66699707e+02
-2.64043510e-02, -5.27861249e-03, 8.93277116e-03, 3.61125122e+02
-2.65016574e-02, 1.51668079e-02, 8.07675347e-03, 3.84766083e+02
-2.62844414e-02, 1.46971513e-02, 9.38541908e-03, 3.85999481e+02
-2.64041591e-02, 1.22213140e-02, 8.93352460e-03, 3.83014221e+02
-2.64043491e-02, 8.72136932e-03, 8.93278886e-03, 3.79529114e+02
-2.64043920e-02, 5.22132497e-03, 8.93270504e-03, 3.75654510e+02
-2.63647903e-02, 1.57208683e-03, 9.09988862e-03, 3.71316010e+02
-2.10765805e-02, -9.06352047e-03, 3.59532912e-03, 3.40867859e+02
-2.11502351e-02, -6.34647394e-03, 3.58055206e-03, 3.44898926e+02
-2.30826996e-02, -6.08796207e-03, 3.63232940e-03, 3.48454468e+02
