
[Name]
finFluid2

[Data]
X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
-2.02119704e-02, -7.27152033e-03, 8.40555783e-03, 3.03216095e+02
-2.01070160e-02, -3.52370576e-03, 8.62016995e-03, 3.05342102e+02
-2.23189779e-02, -1.48770390e-02, 8.21704417e-03, 3.00437439e+02
-2.28246488e-02, -2.46022339e-03, 8.20241496e-03, 3.04916779e+02
-1.94426700e-02, 3.58997565e-03, 6.85744034e-03, 3.11079926e+02
-2.23116353e-02, -1.24549093e-02, 5.08857751e-03, 3.02580780e+02
-2.02373937e-02, 1.03428285e-03, 6.72323024e-03, 3.07764435e+02
-2.18302310e-02, 6.77434122e-03, 1.08045461e-02, 3.15519318e+02
-2.29053684e-02, -8.41412414e-03, 5.26802242e-03, 3.04627411e+02
-1.97196472e-02, -1.07553639e-02, 6.43819524e-03, 3.02712494e+02
-2.44385321e-02, -8.89921654e-03, 9.48078930e-03, 3.05019440e+02
-1.95703264e-02, -8.48915614e-03, 6.48067752e-03, 3.04048523e+02
-2.32668966e-02, -6.97298488e-03, 7.58017879e-03, 3.03077728e+02
-2.22005267e-02, -1.59963802e-03, 6.24014577e-03, 3.05812561e+02
-2.18543187e-02, 5.42307040e-03, 5.35133760e-03, 3.12099762e+02
-2.16999240e-02, 1.94599084e-03, 1.08923456e-02, 3.12291260e+02
-2.08607502e-02, 2.12218016e-02, 9.86058917e-03, 3.23041870e+02
-1.95717085e-02, -2.98969410e-02, 8.54936335e-03, 3.00000000e+02
-2.41354387e-02, -1.30010070e-02, 7.93936569e-03, 3.01753754e+02
-2.24487092e-02, -2.41268482e-02, 5.77987963e-03, 3.00002197e+02
-1.99345052e-02, 1.15765138e-02, 7.16215512e-03, 3.14827698e+02
-1.93896051e-02, 1.85819715e-02, 6.93169329e-03, 3.21769287e+02
-2.47670747e-02, 1.34434281e-02, 7.15024304e-03, 3.20667297e+02
-1.97973382e-02, 9.22523346e-03, 8.20830371e-03, 3.13618958e+02
-2.49219444e-02, 1.55753447e-02, 8.05906113e-03, 3.23452484e+02
-2.40713581e-02, 1.92378163e-02, 8.64780881e-03, 3.22960999e+02
-2.39640586e-02, -2.42115017e-02, 8.93689785e-03, 3.00002747e+02
-2.20457409e-02, 1.64620094e-02, 9.96003486e-03, 3.19415436e+02
-1.99623425e-02, 1.47308540e-02, 9.77920834e-03, 3.19893799e+02
-2.10714936e-02, -2.33113002e-02, 7.38909421e-03, 3.00001434e+02
-2.19878945e-02, 2.16358136e-02, 5.70918247e-03, 3.22671600e+02
-2.49976087e-02, 1.62470881e-02, 8.36124551e-03, 3.24772064e+02
-1.99448913e-02, 1.24677969e-02, 9.89475660e-03, 3.18787689e+02
-2.49002557e-02, 1.92906428e-02, 7.79710431e-03, 3.25537292e+02
-2.14026198e-02, -1.30037619e-02, 9.60442424e-03, 3.01305786e+02
-2.22934596e-02, -1.41840121e-02, 1.00234766e-02, 3.01175079e+02
-2.22455561e-02, -2.03423761e-02, 6.99932035e-03, 3.00024292e+02
-2.12922208e-02, -2.67763902e-02, 9.17363446e-03, 3.00000000e+02
-2.14357171e-02, -3.77668953e-03, 7.95330107e-03, 3.03824432e+02
-2.19214819e-02, -1.52740590e-02, 9.98099148e-03, 3.00835327e+02
-2.29085293e-02, -1.69488881e-02, 7.70861097e-03, 3.00210754e+02
-2.01161373e-02, -1.80075727e-02, 7.86110666e-03, 3.00226410e+02
-2.21599080e-02, -8.42895824e-03, 5.34987589e-03, 3.03879120e+02
-2.27651298e-02, -2.41498742e-02, 6.55524991e-03, 3.00000916e+02
-2.45040841e-02, 1.39979916e-02, 6.80374401e-03, 3.19962646e+02
-1.92242395e-02, -7.67422561e-03, 8.41687527e-03, 3.04456635e+02
-2.41358336e-02, -7.79488450e-03, 5.99540677e-03, 3.05116119e+02
-2.35844590e-02, -8.72089807e-03, 1.03047863e-02, 3.04904785e+02
-2.15589870e-02, -1.20203551e-02, 1.09140975e-02, 3.03373993e+02
-2.49203946e-02, 8.66944436e-03, 8.24397430e-03, 3.17524994e+02
-2.30484959e-02, -2.52801310e-02, 5.26043633e-03, 3.00001221e+02
-2.03176923e-02, 6.54315157e-03, 1.04025509e-02, 3.14666412e+02
-1.91809256e-02, -2.18013506e-02, 8.41623172e-03, 3.00075409e+02
-2.04043910e-02, -2.53126584e-02, 1.05153155e-02, 3.00001251e+02
-2.04356965e-02, 1.00379856e-02, 1.03636850e-02, 3.17314850e+02
-2.10958701e-02, -2.64249016e-02, 5.21572679e-03, 3.00000092e+02
-2.50261854e-02, -1.99027695e-02, 7.83961359e-03, 3.00459473e+02
-2.26767994e-02, 2.43813749e-02, 7.84238055e-03, 3.22968384e+02
-2.12825257e-02, 2.44400445e-02, 6.51672017e-03, 3.23187836e+02
-2.22256426e-02, 1.52971009e-02, 1.01082828e-02, 3.19015045e+02
-2.03375481e-02, 1.33354906e-02, 1.02983471e-02, 3.19813141e+02
-2.35133637e-02, -8.37696134e-04, 8.78920685e-03, 3.07394867e+02
-2.30909958e-02, 1.15026804e-02, 8.26939382e-03, 3.14222015e+02
-2.38728710e-02, 1.17297880e-02, 8.38014204e-03, 3.16345886e+02
-2.47712862e-02, -8.80372245e-03, 7.16178026e-03, 3.05194336e+02
-1.91695280e-02, -8.76280200e-03, 7.27836136e-03, 3.04131744e+02
-2.15666611e-02, 4.89770464e-05, 4.33223229e-03, 3.21078613e+02
-2.24869531e-02, -1.78014234e-04, 4.33882372e-03, 3.21491028e+02
-2.18242947e-02, -1.10491726e-03, 4.30786889e-03, 3.20320282e+02
-1.91901959e-02, 1.90537479e-02, 7.90645089e-03, 3.22721039e+02
-2.18132548e-02, -4.60326951e-03, 4.30922303e-03, 3.17055511e+02
-2.17058975e-02, -3.49914841e-03, 4.31922032e-03, 3.17888947e+02
-2.24521086e-02, 1.38244610e-02, 4.33472916e-03, 3.33518188e+02
-2.18151994e-02, 1.28984451e-02, 4.30871034e-03, 3.31959320e+02
-2.16191690e-02, 1.39314793e-02, 4.32630815e-03, 3.32654449e+02
-2.24514510e-02, 1.03243804e-02, 4.33362368e-03, 3.30584381e+02
-2.18130872e-02, 9.39700659e-03, 4.30929149e-03, 3.29206848e+02
-2.17053816e-02, 1.05014453e-02, 4.31927387e-03, 3.29835846e+02
-2.24494357e-02, 6.82362821e-03, 4.33347281e-03, 3.27758484e+02
-2.18119100e-02, 5.89635130e-03, 4.30935482e-03, 3.26346527e+02
-2.17048060e-02, 7.00120023e-03, 4.31923289e-03, 3.26893341e+02
-2.24917550e-02, 3.32250982e-03, 4.33988590e-03, 3.24797943e+02
-2.19126008e-02, 2.65878346e-03, 4.30269074e-03, 3.23738678e+02
-2.17046421e-02, 3.49854003e-03, 4.31895442e-03, 3.24045166e+02
-2.10318733e-02, -1.83047261e-04, 1.15644392e-02, 3.24996338e+02
-2.16038432e-02, -9.69822810e-04, 1.16763795e-02, 3.24878510e+02
-2.17320193e-02, 3.07487608e-06, 1.16880182e-02, 3.25754333e+02
-2.10172255e-02, -3.67477932e-03, 1.15621453e-02, 3.21404480e+02
-2.15321016e-02, -4.48548980e-03, 1.16620325e-02, 3.21097290e+02
-2.16984712e-02, -3.48935439e-03, 1.16857868e-02, 3.22328064e+02
-2.10072882e-02, 1.38234384e-02, 1.15588838e-02, 3.37908905e+02
-2.15927698e-02, 1.30326310e-02, 1.16745997e-02, 3.37980896e+02
-2.17825677e-02, 1.39984312e-02, 1.16900140e-02, 3.38853302e+02
-2.10137963e-02, 1.03245070e-02, 1.15615632e-02, 3.34949036e+02
-2.15908196e-02, 9.53368284e-03, 1.16742635e-02, 3.34945709e+02
-2.16950513e-02, 1.05093895e-02, 1.16852084e-02, 3.35826294e+02
-2.10138224e-02, 6.82454323e-03, 1.15615772e-02, 3.31559662e+02
-2.15907488e-02, 6.03356725e-03, 1.16742272e-02, 3.31775391e+02
-2.16912329e-02, 7.00817443e-03, 1.16845192e-02, 3.32774902e+02
-2.10171491e-02, 3.32379132e-03, 1.15621537e-02, 3.28481812e+02
-2.16048677e-02, 2.53043696e-03, 1.16765630e-02, 3.28414185e+02
-2.16940865e-02, 3.50727933e-03, 1.16849514e-02, 3.29454956e+02
-2.22677179e-02, -4.58428403e-04, 1.16888322e-02, 3.25724365e+02
-2.26661954e-02, -1.18362426e-03, 1.16379755e-02, 3.25298584e+02
-2.28313860e-02, 3.41545132e-07, 1.16031915e-02, 3.26764008e+02
-2.22692583e-02, -3.95313138e-03, 1.16862413e-02, 3.22278473e+02
-2.26762686e-02, -4.68408503e-03, 1.16359200e-02, 3.22130402e+02
-2.29619127e-02, -3.53636127e-03, 1.15683321e-02, 3.23323547e+02
-2.36744061e-02, -7.46040096e-05, 1.12919724e-02, 3.27059753e+02
-2.40651518e-02, -1.11116434e-03, 1.10644540e-02, 3.26022247e+02
-2.43648123e-02, 4.76016758e-05, 1.08388523e-02, 3.26941345e+02
-2.36671194e-02, -3.56543576e-03, 1.12977168e-02, 3.23136627e+02
-2.40669474e-02, -4.61776508e-03, 1.10632032e-02, 3.22216797e+02
-2.43303683e-02, -3.60326888e-03, 1.08672632e-02, 3.23227356e+02
-2.22593434e-02, 1.35408789e-02, 1.16901193e-02, 3.38796204e+02
-2.26650052e-02, 1.28151113e-02, 1.16384579e-02, 3.38681213e+02
-2.28363369e-02, 1.39955450e-02, 1.16018532e-02, 3.39753998e+02
-2.22646147e-02, 1.00440299e-02, 1.16871241e-02, 3.36204681e+02
-2.26721298e-02, 9.31303762e-03, 1.16370106e-02, 3.36015900e+02
-2.29663402e-02, 1.04589341e-02, 1.15677016e-02, 3.37084198e+02
-2.36586593e-02, 1.39251575e-02, 1.13006802e-02, 3.40393280e+02
-2.40668785e-02, 1.28901741e-02, 1.10629154e-02, 3.39606537e+02
-2.43422966e-02, 1.40581187e-02, 1.08569134e-02, 3.40668213e+02
-2.36679502e-02, 1.04347877e-02, 1.12974215e-02, 3.36982849e+02
-2.40668915e-02, 9.38518532e-03, 1.10632665e-02, 3.36477112e+02
-2.43307557e-02, 1.03971297e-02, 1.08670443e-02, 3.37488342e+02
-2.22620945e-02, 6.54262444e-03, 1.16874259e-02, 3.32791901e+02
-2.26719677e-02, 5.81202563e-03, 1.16368942e-02, 3.32818634e+02
-2.29697879e-02, 6.95646880e-03, 1.15662599e-02, 3.33654480e+02
-2.22686976e-02, 3.04025388e-03, 1.16864042e-02, 3.29456696e+02
-2.27205195e-02, 2.39452370e-03, 1.16264289e-02, 3.29346191e+02
-2.29703896e-02, 3.45654413e-03, 1.15659637e-02, 3.30303375e+02
-2.36743316e-02, 6.93423068e-03, 1.12949125e-02, 3.34059326e+02
-2.40675472e-02, 5.88489976e-03, 1.10626966e-02, 3.33233246e+02
-2.43312884e-02, 6.89699734e-03, 1.08668031e-02, 3.33989716e+02
-2.36709435e-02, 3.43560474e-03, 1.12966355e-02, 3.30831024e+02
-2.40240507e-02, 2.54907180e-03, 1.10930791e-02, 3.29845184e+02
-2.43334547e-02, 3.42034432e-03, 1.08660161e-02, 3.30633972e+02
-2.07037237e-02, -5.93769291e-05, 4.54106787e-03, 3.20515472e+02
-2.02812776e-02, -1.10166764e-03, 4.73002717e-03, 3.19513947e+02
-1.99937783e-02, 6.18475533e-05, 4.89736162e-03, 3.20377319e+02
-2.08496787e-02, -3.55618400e-03, 4.49087098e-03, 3.17627594e+02
-2.02755556e-02, -4.59921639e-03, 4.73415526e-03, 3.16280029e+02
-2.02033557e-02, -3.49595118e-03, 4.77308920e-03, 3.17181549e+02
-2.08365917e-02, 1.39487004e-02, 4.49292781e-03, 3.32157776e+02
-2.02780515e-02, 1.29014244e-02, 4.73229168e-03, 3.31033875e+02
-2.01140791e-02, 1.40603548e-02, 4.82466212e-03, 3.31927979e+02
-2.08495241e-02, 1.04441792e-02, 4.49091988e-03, 3.29510040e+02
-2.02755537e-02, 9.40096658e-03, 4.73416410e-03, 3.28297028e+02
-2.02029441e-02, 1.05042942e-02, 4.77327360e-03, 3.29007813e+02
-2.08493788e-02, 6.94407942e-03, 4.49093478e-03, 3.26463623e+02
-2.02753842e-02, 5.90058183e-03, 4.73420136e-03, 3.25344513e+02
-2.02029087e-02, 7.00420793e-03, 4.77328897e-03, 3.26119659e+02
-2.08610632e-02, 3.45522491e-03, 4.48542507e-03, 3.23660431e+02
-2.04572156e-02, 2.58793752e-03, 4.64197993e-03, 3.22676666e+02
-2.01940592e-02, 3.49967857e-03, 4.77647362e-03, 3.23252716e+02
-2.56418120e-02, -1.75511042e-04, 7.39083719e-03, 3.25942383e+02
-2.54891533e-02, -1.10199675e-03, 6.77820574e-03, 3.24384064e+02
-2.53928322e-02, 4.85686214e-05, 6.53862767e-03, 3.25324738e+02
-2.56436374e-02, -3.67509061e-03, 7.39048095e-03, 3.22130463e+02
-2.54882816e-02, -4.60107159e-03, 6.77675102e-03, 3.20741852e+02
-2.54462305e-02, -3.49831418e-03, 6.67365128e-03, 3.21692230e+02
-2.39390749e-02, -1.77276845e-04, 4.85541997e-03, 3.23079376e+02
-2.33391710e-02, -1.10480073e-03, 4.55862097e-03, 3.21519867e+02
-2.32066289e-02, -7.82268107e-05, 4.50901361e-03, 3.22288727e+02
-2.39282046e-02, -3.67544685e-03, 4.84952191e-03, 3.19693817e+02
-2.33770981e-02, -4.60187765e-03, 4.57124738e-03, 3.18329651e+02
-2.32221521e-02, -3.49853537e-03, 4.51409956e-03, 3.19430939e+02
-2.56454702e-02, 1.38256745e-02, 7.40270177e-03, 3.38980347e+02
-2.54898071e-02, 1.28998328e-02, 6.78143045e-03, 3.37753693e+02
-2.54171845e-02, 1.39307203e-02, 6.60213176e-03, 3.38334381e+02
-2.56436151e-02, 1.03249233e-02, 7.39044184e-03, 3.35831787e+02
-2.54881512e-02, 9.39880125e-03, 6.77640457e-03, 3.34444733e+02
-2.54461747e-02, 1.05017377e-02, 6.67350693e-03, 3.35053894e+02
-2.56436151e-02, 6.82485662e-03, 7.39043299e-03, 3.32608002e+02
-2.54883375e-02, 5.89880301e-03, 6.77675568e-03, 3.31321106e+02
-2.54461877e-02, 7.00171944e-03, 6.67354558e-03, 3.31950073e+02
-2.39391662e-02, 1.38269616e-02, 4.85492870e-03, 3.35270264e+02
-2.33784243e-02, 1.28976237e-02, 4.57198638e-03, 3.33636078e+02
-2.32291836e-02, 1.40032209e-02, 4.51567629e-03, 3.34663757e+02
-2.39300821e-02, 1.03249624e-02, 4.85055149e-03, 3.32302643e+02
-2.33770441e-02, 9.39725526e-03, 4.57135588e-03, 3.30734467e+02
-2.32221521e-02, 1.05032194e-02, 4.51427838e-03, 3.31655579e+02
-2.39355750e-02, 3.32389213e-03, 4.85396152e-03, 3.26187683e+02
-2.33315378e-02, 2.39687017e-03, 4.55707638e-03, 3.24659058e+02
-2.32039597e-02, 3.42369149e-03, 4.50782292e-03, 3.25308380e+02
-2.39258446e-02, 6.82393508e-03, 4.84852772e-03, 3.29448975e+02
-2.33619064e-02, 5.89565421e-03, 4.56590392e-03, 3.27716614e+02
-2.32170057e-02, 7.00151175e-03, 4.51303320e-03, 3.28686340e+02
-2.56460514e-02, 3.32482182e-03, 7.39772059e-03, 3.29327881e+02
-2.55203415e-02, 2.66087661e-03, 6.86723506e-03, 3.28162018e+02
-2.54447907e-02, 3.50124598e-03, 6.66700862e-03, 3.28821533e+02
-1.86142623e-02, -1.75688780e-04, 6.52675889e-03, 3.19976929e+02
-1.84083730e-02, -1.10304682e-03, 7.12653948e-03, 3.19351135e+02
-1.83589645e-02, 4.95248423e-05, 7.37816654e-03, 3.20486267e+02
-1.86125264e-02, -3.67576908e-03, 6.52610278e-03, 3.16922180e+02
-1.84081905e-02, -4.60281689e-03, 7.13042961e-03, 3.16372437e+02
-1.83872078e-02, -3.49860755e-03, 7.23674335e-03, 3.17293427e+02
-2.49803253e-02, -7.45936122e-05, 5.81517024e-03, 3.24615753e+02
-2.46612281e-02, -1.10388442e-03, 5.43762511e-03, 3.23263916e+02
-2.45664101e-02, 2.71090084e-06, 5.34097524e-03, 3.24295380e+02
-2.50371620e-02, -3.55786597e-03, 5.89828426e-03, 3.21247650e+02
-2.46652681e-02, -4.60415799e-03, 5.44347847e-03, 3.19513824e+02
-2.45554727e-02, -3.49878892e-03, 5.33306599e-03, 3.20721161e+02
-1.86164193e-02, 1.38256056e-02, 6.51869550e-03, 3.31497711e+02
-1.84085090e-02, 1.28988503e-02, 7.12699536e-03, 3.30890137e+02
-1.83703955e-02, 1.39312800e-02, 7.31913093e-03, 3.31945221e+02
-1.86125282e-02, 1.03242546e-02, 6.52613072e-03, 3.28733032e+02
-1.84081942e-02, 9.39718727e-03, 7.13043287e-03, 3.28247620e+02
-1.83871966e-02, 1.05014602e-02, 7.23681133e-03, 3.29121277e+02
-1.86125133e-02, 6.82414602e-03, 6.52616238e-03, 3.25914154e+02
-1.84081402e-02, 5.89691242e-03, 7.13048829e-03, 3.25408417e+02
-1.83871854e-02, 7.00133480e-03, 7.23685836e-03, 3.26407196e+02
-1.86135471e-02, 3.32400319e-03, 6.52112206e-03, 3.23137665e+02
-1.84299387e-02, 2.66051688e-03, 7.03545054e-03, 3.22618622e+02
-1.83834806e-02, 3.49831511e-03, 7.24642770e-03, 3.23450348e+02
-2.50464883e-02, 1.39402794e-02, 5.91131253e-03, 3.37300232e+02
-2.46655066e-02, 1.29005024e-02, 5.44404564e-03, 3.35573425e+02
-2.45229155e-02, 1.40831936e-02, 5.29977679e-03, 3.36588623e+02
-2.50370000e-02, 1.04422625e-02, 5.89804025e-03, 3.34180603e+02
-2.46647969e-02, 9.39562358e-03, 5.44285029e-03, 3.32477417e+02
-2.45568976e-02, 1.05017433e-02, 5.33423526e-03, 3.33464813e+02
-2.50370204e-02, 6.94238208e-03, 5.89806587e-03, 3.31147552e+02
-2.46647354e-02, 5.89673733e-03, 5.44272689e-03, 3.29453094e+02
-2.45567206e-02, 7.00181723e-03, 5.33416215e-03, 3.30523499e+02
-2.50350572e-02, 3.44185601e-03, 5.89337200e-03, 3.28238892e+02
-2.46599745e-02, 2.39447574e-03, 5.43831103e-03, 3.26485168e+02
-2.45598219e-02, 3.50105297e-03, 5.33628138e-03, 3.27362732e+02
-1.83154047e-02, -5.98371735e-05, 8.26102588e-03, 3.20953156e+02
-1.83764137e-02, -1.10200699e-03, 8.71879701e-03, 3.20466492e+02
-1.84546858e-02, 6.04212946e-05, 9.04088840e-03, 3.21712158e+02
-1.83086805e-02, -3.55588994e-03, 8.10623262e-03, 3.17869080e+02
-1.83788519e-02, -4.59904922e-03, 8.72581359e-03, 3.17223450e+02
-1.83957070e-02, -3.49562522e-03, 8.80616810e-03, 3.18402710e+02
-1.94066223e-02, -7.25810241e-05, 5.36492001e-03, 3.20099365e+02
-1.90937053e-02, -1.10298186e-03, 5.71942935e-03, 3.19268555e+02
-1.90047510e-02, 3.01005230e-06, 5.83732687e-03, 3.20403046e+02
-1.94948390e-02, -3.55699915e-03, 5.28580789e-03, 3.17250336e+02
-1.90916024e-02, -4.60284669e-03, 5.72249992e-03, 3.16225098e+02
-1.90033335e-02, -3.49785318e-03, 5.84056927e-03, 3.17235992e+02
-1.83070041e-02, 1.39485691e-02, 8.11876729e-03, 3.32730927e+02
-1.83777586e-02, 1.29013583e-02, 8.72278400e-03, 3.32299896e+02
-1.84198115e-02, 1.40603315e-02, 8.90639331e-03, 3.33731659e+02
-1.83086768e-02, 1.04441876e-02, 8.10632762e-03, 3.29694305e+02
-1.83788519e-02, 9.40096471e-03, 8.72580893e-03, 3.29277710e+02
-1.83957722e-02, 1.05043286e-02, 8.80663376e-03, 3.30482483e+02
-1.83086786e-02, 6.94409665e-03, 8.10635183e-03, 3.26841583e+02
-1.83788221e-02, 5.90056647e-03, 8.72589741e-03, 3.26312622e+02
-1.83957778e-02, 7.00424612e-03, 8.80664773e-03, 3.27577301e+02
-1.94873214e-02, 1.39262145e-02, 5.29225357e-03, 3.31702484e+02
-1.90949105e-02, 1.28997881e-02, 5.71869267e-03, 3.30889404e+02
-1.89790223e-02, 1.40897725e-02, 5.87082421e-03, 3.32046082e+02
-1.83062684e-02, 3.45439604e-03, 8.09711870e-03, 3.23805908e+02
-1.83421392e-02, 2.58780690e-03, 8.52564070e-03, 3.23652679e+02
-1.83963142e-02, 3.49943340e-03, 8.81636143e-03, 3.24678650e+02
-1.94948502e-02, 1.04431026e-02, 5.28579159e-03, 3.28992584e+02
-1.90916061e-02, 9.39717609e-03, 5.72249433e-03, 3.28066315e+02
-1.90033466e-02, 1.05021559e-02, 5.84057160e-03, 3.29002533e+02
-1.94948558e-02, 6.94303960e-03, 5.28579159e-03, 3.26180542e+02
-1.90915987e-02, 5.89708565e-03, 5.72247477e-03, 3.25319672e+02
-1.90033466e-02, 7.00207148e-03, 5.84058044e-03, 3.26262299e+02
-1.94885321e-02, 3.44274635e-03, 5.28944470e-03, 3.23193024e+02
-1.90923885e-02, 2.39810697e-03, 5.72258374e-03, 3.22316467e+02
-1.90040469e-02, 3.50232096e-03, 5.83832012e-03, 3.23348938e+02
-2.49683093e-02, -6.29578426e-05, 1.02006514e-02, 3.26756134e+02
-2.52044946e-02, -1.10255391e-03, 9.83620156e-03, 3.25841675e+02
-2.53704619e-02, 6.14163000e-05, 9.51584149e-03, 3.26937775e+02
-2.48793978e-02, -3.55382520e-03, 1.03169493e-02, 3.23250183e+02
-2.52086464e-02, -4.60015796e-03, 9.82958451e-03, 3.22104553e+02
-2.52648983e-02, -3.49443313e-03, 9.72834881e-03, 3.23185913e+02
-1.96380783e-02, -1.79621507e-04, 1.08378809e-02, 3.23591949e+02
-2.01335996e-02, -1.10671634e-03, 1.11890119e-02, 3.23675964e+02
-2.02943739e-02, -3.96062023e-06, 1.12736989e-02, 3.24854919e+02
-1.96258035e-02, -3.67512600e-03, 1.08296955e-02, 3.20357086e+02
-2.01323442e-02, -4.60196286e-03, 1.11882575e-02, 3.20114319e+02
-2.02774573e-02, -3.49719170e-03, 1.12674003e-02, 3.21467377e+02
-2.48914231e-02, 1.39210233e-02, 1.03005152e-02, 3.40638275e+02
-2.52063144e-02, 1.28992638e-02, 9.83338524e-03, 3.39647522e+02
-2.53090784e-02, 1.40587166e-02, 9.64010786e-03, 3.40646179e+02
-2.48794928e-02, 1.04463166e-02, 1.03168730e-02, 3.37336456e+02
-2.52087116e-02, 9.40017495e-03, 9.82954074e-03, 3.36528503e+02
-2.52649169e-02, 1.05055878e-02, 9.72832367e-03, 3.37369202e+02
-2.48794965e-02, 6.94623590e-03, 1.03168925e-02, 3.34147888e+02
-2.52088513e-02, 5.90001186e-03, 9.82940756e-03, 3.33420227e+02
-2.52649095e-02, 7.00553600e-03, 9.72833112e-03, 3.34263550e+02
-2.48738788e-02, 3.45713506e-03, 1.03252996e-02, 3.30840912e+02
-2.51176730e-02, 2.57844361e-03, 9.98474378e-03, 3.29973816e+02
-2.52719540e-02, 3.50078847e-03, 9.71820671e-03, 3.30754578e+02
-1.96153764e-02, 1.38259726e-02, 1.08226221e-02, 3.36311462e+02
-2.01277323e-02, 1.28967259e-02, 1.11849289e-02, 3.36342987e+02
-2.02689487e-02, 1.40022375e-02, 1.12641566e-02, 3.37795624e+02
-1.96257699e-02, 1.03248749e-02, 1.08296815e-02, 3.33227173e+02
-2.01295968e-02, 9.39683896e-03, 1.11862691e-02, 3.33380951e+02
-2.02769171e-02, 1.05024818e-02, 1.12672346e-02, 3.34667603e+02
-1.96257718e-02, 6.82488410e-03, 1.08296834e-02, 3.30186829e+02
-2.01295950e-02, 5.89685282e-03, 1.11862719e-02, 3.30188660e+02
-2.02769600e-02, 7.00250221e-03, 1.12672569e-02, 3.31514587e+02
-1.96317490e-02, 3.32237175e-03, 1.08338837e-02, 3.27048035e+02
-2.01379005e-02, 2.39496515e-03, 1.11901304e-02, 3.26944305e+02
-2.02793721e-02, 3.50166066e-03, 1.12681733e-02, 3.28201538e+02
-1.87345669e-02, -7.49823012e-05, 9.73271206e-03, 3.22721954e+02
-1.89855136e-02, -1.10560772e-03, 1.01343822e-02, 3.22253906e+02
-1.90717690e-02, -6.98022745e-07, 1.02530792e-02, 3.23587006e+02
-1.86863765e-02, -3.55709065e-03, 9.63189173e-03, 3.19327515e+02
-1.89865958e-02, -4.60419431e-03, 1.01353526e-02, 3.18982513e+02
-1.90771539e-02, -3.49809206e-03, 1.02585014e-02, 3.20372467e+02
-1.86901502e-02, 1.39262481e-02, 9.64015722e-03, 3.34740082e+02
-1.89853832e-02, 1.28990030e-02, 1.01334220e-02, 3.34452118e+02
-1.91004034e-02, 1.40902409e-02, 1.02915289e-02, 3.35980316e+02
-1.86863635e-02, 1.04429191e-02, 9.63187031e-03, 3.31609436e+02
-1.89865921e-02, 9.39595141e-03, 1.01353349e-02, 3.31519775e+02
-1.90771502e-02, 1.05019212e-02, 1.02584828e-02, 3.32798859e+02
-1.86863616e-02, 6.94289012e-03, 9.63185076e-03, 3.28572327e+02
-1.89865604e-02, 5.89594897e-03, 1.01352977e-02, 3.28446838e+02
-1.90771464e-02, 7.00190850e-03, 1.02584753e-02, 3.29728119e+02
-1.86879896e-02, 3.44184646e-03, 9.63860564e-03, 3.25749054e+02
-1.89904291e-02, 2.39417423e-03, 1.01404050e-02, 3.25322662e+02
-1.90815870e-02, 3.50053143e-03, 1.02633415e-02, 3.26505920e+02
-2.56098043e-02, -7.26333310e-05, 8.79886653e-03, 3.26788940e+02
-2.56793816e-02, -1.10303215e-03, 8.33032653e-03, 3.25638245e+02
-2.56899539e-02, 3.04550213e-06, 8.18258990e-03, 3.26982422e+02
-2.55792197e-02, -3.55727691e-03, 8.91273655e-03, 3.23129272e+02
-2.56796833e-02, -4.60281968e-03, 8.32670182e-03, 3.21746796e+02
-2.56894138e-02, -3.49786901e-03, 8.17905273e-03, 3.22978424e+02
-2.55818069e-02, 1.39256781e-02, 8.90325755e-03, 3.40396729e+02
-2.56787427e-02, 1.28995152e-02, 8.33182503e-03, 3.38997192e+02
-2.56930683e-02, 1.40897464e-02, 8.14183522e-03, 3.40490631e+02
-2.55792197e-02, 1.04427254e-02, 8.91272258e-03, 3.37027557e+02
-2.56796833e-02, 9.39716399e-03, 8.32669251e-03, 3.35735962e+02
-2.56894007e-02, 1.05021205e-02, 8.17904528e-03, 3.36748627e+02
-2.55792104e-02, 6.94269268e-03, 8.91272910e-03, 3.33611542e+02
-2.56797001e-02, 5.89713128e-03, 8.32670741e-03, 3.32432129e+02
-2.56893951e-02, 7.00206682e-03, 8.17904621e-03, 3.33537201e+02
-2.55828369e-02, 3.44310794e-03, 8.90521333e-03, 3.30538605e+02
-2.56788693e-02, 2.39832234e-03, 8.32668692e-03, 3.29104279e+02
-2.56900247e-02, 3.50243179e-03, 8.18136614e-03, 3.30188873e+02
-2.24508699e-02, -7.17578549e-03, 4.33338946e-03, 3.14966644e+02
-2.18135733e-02, -8.10289104e-03, 4.30912990e-03, 3.13737640e+02
-2.17054412e-02, -6.99863769e-03, 4.31921380e-03, 3.14724609e+02
-2.24504862e-02, -1.06767248e-02, 4.33326419e-03, 3.11528992e+02
-2.18141489e-02, -1.16046229e-02, 4.30899020e-03, 3.10204437e+02
-2.17056405e-02, -1.04990955e-02, 4.31919657e-03, 3.11237457e+02
-2.24526338e-02, -1.41786886e-02, 4.33310121e-03, 3.07932129e+02
-2.18913499e-02, -1.51310815e-02, 4.30522859e-03, 3.06844910e+02
-2.17001569e-02, -1.40030114e-02, 4.31868574e-03, 3.07756531e+02
-2.36149412e-02, -1.41774220e-02, 1.13208415e-02, 3.10030426e+02
-2.41760369e-02, -1.51058137e-02, 1.09880054e-02, 3.08971924e+02
-2.43674275e-02, -1.39522795e-02, 1.08365510e-02, 3.10426086e+02
