Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
-1.56002527e-03, 1.31067142e+01, 2.19677133e-03, -9.99999978e-03, 8.99195299e-03, -8.82742368e-03
-1.02408917e-03, 1.31171503e+01, -1.38434494e-04, -9.99999978e-03, 1.05652725e-02, -8.62013083e-03
-5.68356598e-04, 1.31229105e+01, 7.32665416e-04, -9.99999978e-03, 6.76949928e-03, -8.56472831e-03
-6.02900865e-04, 1.31261730e+01, 1.08807045e-03, -9.99999978e-03, 6.09247107e-03, -8.73047952e-03
-5.64633112e-04, 1.32041416e+01, -1.56962720e-04, -9.99999978e-03, 8.20355024e-03, -7.95049407e-03
5.12410479e-04, 1.31227341e+01, -1.80590805e-03, -9.99999978e-03, 7.87321012e-03, -7.30971945e-03
-6.63983694e-04, 1.32065544e+01, -3.67912726e-05, -9.99999978e-03, 8.22970271e-03, -7.99742620e-03
-1.31297775e-03, 1.31049128e+01, 2.82676099e-03, -9.99999978e-03, 8.69216770e-03, -8.80960096e-03
-4.84931632e-04, 1.32105083e+01, 2.96627870e-04, -9.99999978e-03, 8.67782347e-03, -8.01055599e-03
-6.21387211e-04, 1.32068472e+01, -9.59497484e-05, -9.99999978e-03, 8.22785124e-03, -7.98268523e-03
-3.19944753e-04, 1.32107830e+01, 5.82581328e-04, -9.99999978e-03, 9.07082669e-03, -8.02269299e-03
-8.47190153e-04, 1.32274208e+01, -5.94172510e-04, -9.99999978e-03, 2.28372589e-02, -7.99597148e-03
-3.06617963e-04, 1.32091675e+01, 5.54984319e-04, -9.99999978e-03, 9.09339823e-03, -8.00662953e-03
6.96512056e-04, 1.31091356e+01, -2.60231923e-03, -9.99999978e-03, 8.91225226e-03, -7.19805434e-03
6.86676358e-04, 1.31124935e+01, -2.69046938e-03, -9.99999978e-03, 8.70667771e-03, -7.25015858e-03
-3.51431035e-03, 1.28893461e+01, 5.80607099e-04, -9.99999978e-03, 1.08714085e-02, -9.38080810e-03
4.80524905e-04, 1.31156216e+01, 1.32579869e-03, -9.99999978e-03, 1.57848038e-02, -8.83833598e-03
3.33601492e-04, 1.31401138e+01, 1.12524547e-03, -9.99999978e-03, 1.58257391e-02, -8.74664728e-03
4.78747359e-04, 1.30934067e+01, 1.40259881e-03, -9.99999978e-03, 1.58965718e-02, -8.87046289e-03
-1.86180157e-04, 1.30881090e+01, 4.17802902e-03, -9.99999978e-03, 2.50437437e-03, -8.83078203e-03
-1.70254396e-04, 1.30878305e+01, 4.20727860e-03, -9.99999978e-03, 2.49796896e-03, -8.83173291e-03
-2.13326560e-03, 1.30916443e+01, 5.90626965e-04, -9.99999978e-03, 1.00318007e-02, -8.74204747e-03
-2.57256138e-03, 1.28264780e+01, 7.50487437e-04, -9.99999978e-03, 9.10533406e-03, -9.38080810e-03
-2.57256138e-03, 1.28264780e+01, 7.50487437e-04, -9.99999978e-03, 9.10533406e-03, -9.38080810e-03
4.79055016e-04, 1.28577585e+01, 2.40931101e-03, -9.99999978e-03, 1.44035565e-02, -9.38080810e-03
-2.31012687e-04, 1.30826349e+01, 4.09650058e-03, -9.99999978e-03, 2.51340098e-03, -8.84435978e-03
-1.87521553e-04, 1.30867186e+01, 4.15406469e-03, -9.99999978e-03, 2.50580790e-03, -8.83364771e-03
-3.51431035e-03, 1.28893461e+01, 5.80607099e-04, -9.99999978e-03, 1.08714085e-02, -9.38080810e-03
-3.51431035e-03, 1.28893461e+01, 5.80607099e-04, -9.99999978e-03, 1.08714085e-02, -9.38080810e-03
-5.81119268e-04, 1.32098923e+01, 2.14304018e-04, -9.99999978e-03, 1.10290367e-02, -8.02388601e-03
5.95347199e-04, 1.32063408e+01, -2.58564658e-04, -9.99999978e-03, 1.17729325e-02, -8.06306396e-03
-8.53995502e-04, 1.29758244e+01, -4.88551857e-04, -9.99999978e-03, 1.89369321e-02, -9.17551573e-03
-1.87603218e-04, 1.31404247e+01, -4.38561488e-04, -9.99999978e-03, 1.92347802e-02, -8.73262249e-03
-8.88815615e-04, 1.29393845e+01, -2.48311739e-03, -9.99999978e-03, 1.97017789e-02, -9.38080810e-03
-8.88815615e-04, 1.29393845e+01, -2.48311739e-03, -9.99999978e-03, 1.97017789e-02, -9.38080810e-03
-8.48568743e-05, 1.32092123e+01, 8.44939030e-04, -9.99999978e-03, 1.89413913e-02, -7.75757525e-03
1.94069347e-03, 1.28643217e+01, -1.71867083e-04, -9.99999978e-03, 1.88187417e-02, -9.36380867e-03
4.82746953e-04, 1.31631145e+01, 3.47061723e-04, -9.99999978e-03, 1.87510829e-02, -8.70532263e-03
-8.53572928e-05, 1.32084541e+01, 6.50812755e-04, -9.99999978e-03, 1.89510323e-02, -7.84609094e-03
-1.86312522e-04, 1.31352606e+01, -9.94874397e-04, -9.99999978e-03, 1.74547937e-02, -7.26433145e-03
-8.88815615e-04, 1.29393845e+01, -2.48311739e-03, -9.99999978e-03, 1.97017789e-02, -9.38080810e-03
-8.88815615e-04, 1.29393845e+01, -2.48311739e-03, -9.99999978e-03, 1.97017789e-02, -9.38080810e-03
-1.14478078e-03, 1.30138741e+01, 3.25262523e-03, -9.99999978e-03, 2.24703010e-02, -9.15985275e-03
-2.53190706e-03, 1.29244699e+01, 3.64643661e-03, -9.99999978e-03, 2.23508887e-02, -9.36380867e-03
-1.34367414e-03, 1.30275068e+01, 3.10022593e-03, -9.99999978e-03, 2.22231373e-02, -9.11832135e-03
-4.80398536e-04, 1.30121269e+01, -1.28809677e-03, -9.99999978e-03, 2.07911730e-02, -9.10969079e-03
-7.71203893e-04, 1.31329308e+01, 4.21819510e-04, -9.99999978e-03, 2.10759286e-02, -8.64483602e-03
4.01413825e-04, 1.32176018e+01, 1.82088610e-04, -9.99999978e-03, 1.71053391e-02, -8.06504581e-03
4.19887452e-04, 1.32185898e+01, 2.88042240e-04, -9.99999978e-03, 1.71096679e-02, -8.10744707e-03
4.05197527e-04, 1.32124977e+01, 4.39835479e-04, -9.99999978e-03, 1.70555729e-02, -8.16781819e-03
-4.19402379e-04, 1.30240917e+01, -1.84437912e-03, -9.99999978e-03, 2.04676501e-02, -9.12355818e-03
-3.65463842e-04, 1.29458160e+01, -2.27989815e-03, -9.99999978e-03, 2.05848143e-02, -9.36380867e-03
-5.98665909e-04, 1.32045469e+01, 7.16136768e-04, -9.99999978e-03, 2.14534365e-02, -8.10751691e-03
2.23226816e-04, 1.31990356e+01, 1.97543646e-03, -9.99999978e-03, 2.06460934e-02, -7.81780947e-03
-1.55445840e-03, 1.29827585e+01, 2.68390169e-03, -9.99999978e-03, -1.74638745e-03, -9.01186094e-03
-9.67092579e-04, 1.32211571e+01, -1.78657589e-04, -9.99999978e-03, 2.32530143e-02, -8.04776978e-03
-7.72554951e-04, 1.31377764e+01, 1.40783424e-03, -9.99999978e-03, 2.19135396e-02, -8.63062032e-03
-1.53283600e-03, 1.29511385e+01, 1.26193650e-03, -9.99999978e-03, 2.14678515e-02, -9.38080810e-03
-1.70929707e-03, 1.31187563e+01, 9.66441468e-04, -9.99999978e-03, 9.48003959e-03, -8.65823217e-03
-3.43226158e-04, 1.32113132e+01, 6.34592958e-04, -9.99999978e-03, 9.08978190e-03, -8.03362019e-03
6.41879742e-04, 1.32120018e+01, -7.82588322e-05, -9.99999978e-03, 1.63477510e-02, -8.07020441e-03
1.48599828e-03, 1.32139845e+01, -3.99715442e-04, -9.99999978e-03, 1.26627153e-02, -8.04741401e-03
1.39311783e-03, 1.32145052e+01, -4.00834833e-04, -9.99999978e-03, 1.27070546e-02, -8.01715162e-03
1.40417891e-03, 1.32132225e+01, -3.18676175e-04, -9.99999978e-03, 1.26536982e-02, -7.98244402e-03
-1.46230203e-04, 1.31359882e+01, 2.29553858e-04, -9.99999978e-03, 1.32143842e-02, -7.24291336e-03
-1.46230203e-04, 1.31359882e+01, 2.29553858e-04, -9.99999978e-03, 1.32143842e-02, -7.24291336e-03
-1.46230203e-04, 1.31359882e+01, 2.29553858e-04, -9.99999978e-03, 1.32143842e-02, -7.24291336e-03
-1.46230203e-04, 1.31359882e+01, 2.29553858e-04, -9.99999978e-03, 1.32143842e-02, -7.24291336e-03
1.51351196e-04, 1.31102142e+01, -7.84654287e-04, -9.99999978e-03, 2.62888178e-04, -7.60181714e-03
7.25594815e-04, 1.31415071e+01, 1.18786225e-03, -9.99999978e-03, 1.03470229e-03, -8.04959796e-03
3.31319286e-04, 1.30102291e+01, 6.71323505e-06, -9.99999978e-03, 1.19254682e-02, -9.06452257e-03
-1.13829575e-03, 1.31385689e+01, 1.11195934e-03, -9.99999978e-03, 2.15165094e-02, -8.68445076e-03
1.78172672e-03, 1.29131584e+01, -5.75824088e-05, -9.99999978e-03, 1.26374820e-02, -9.38080810e-03
-1.24847575e-03, 1.28177118e+01, 2.70697218e-03, -9.99999978e-03, 7.33926613e-03, -9.38080717e-03
8.86039983e-04, 1.31109428e+01, -4.31830849e-04, -9.99999978e-03, 1.03032440e-02, -7.18336413e-03
3.88139131e-04, 1.31309175e+01, 1.91643790e-04, -9.99999978e-03, 1.02966242e-02, -7.39151286e-03
-6.57628058e-04, 1.32078066e+01, 2.55584862e-04, -9.99999978e-03, 1.09431809e-02, -8.01003072e-03
7.81112991e-04, 1.30580521e+01, 1.52147748e-03, -9.99999978e-03, 1.56982522e-02, -8.94181803e-03
-6.82932092e-04, 1.32086630e+01, 2.51634512e-04, -9.99999978e-03, 1.09592434e-02, -8.02675635e-03
-6.96736912e-04, 1.32067986e+01, 2.36993976e-04, -9.99999978e-03, 1.09638739e-02, -8.04421119e-03
5.68535179e-04, 1.32041941e+01, -2.78556981e-04, -9.99999978e-03, 1.17529798e-02, -7.89714884e-03
-1.66503974e-04, 1.30846491e+01, 1.30579621e-03, -9.99999978e-03, 5.84784476e-03, -8.86616576e-03
-6.55708078e-04, 1.30923195e+01, 1.39429653e-03, -9.99999978e-03, 5.99835860e-03, -8.82263575e-03
-2.75894941e-04, 1.31239643e+01, 1.10254833e-03, -9.99999978e-03, 5.92443999e-03, -8.70089605e-03
-1.23108795e-04, 1.30388851e+01, 1.60979037e-03, -9.99999978e-03, 6.09935261e-03, -8.95747449e-03
-1.13556813e-03, 1.30282116e+01, 1.88034470e-03, -9.99999978e-03, 4.31079883e-03, -8.97433702e-03
-9.86339757e-04, 1.30762424e+01, 2.01468309e-03, -9.99999978e-03, 4.97235637e-03, -8.86010565e-03
-1.40969502e-03, 1.27973633e+01, 3.63914110e-03, -9.99999978e-03, 4.69057541e-03, -9.36356280e-03
-2.13688676e-04, 1.31216745e+01, 1.31385447e-03, -9.99999978e-03, 5.81385195e-03, -8.72396491e-03
1.20193872e-05, 1.31973658e+01, 1.85837667e-03, -9.99999978e-03, 2.04731077e-02, -7.77594699e-03
-8.21707072e-04, 1.31081266e+01, 1.81967439e-03, -9.99999978e-03, 4.97732405e-03, -8.78319144e-03
-7.55886082e-04, 1.31078167e+01, 1.83737872e-03, -9.99999978e-03, 5.01416437e-03, -8.78962222e-03
-7.79038295e-04, 1.31001139e+01, 1.82669144e-03, -9.99999978e-03, 4.99391556e-03, -8.81621614e-03
-6.01560227e-04, 1.31023426e+01, -5.20701229e-04, -9.99999978e-03, 1.12643633e-02, -8.77874531e-03
1.88114325e-04, 1.31349154e+01, 1.48166902e-03, -9.99999978e-03, 1.56018054e-02, -8.78926087e-03
-7.31863547e-04, 1.30975780e+01, 1.82482786e-03, -9.99999978e-03, 5.03949029e-03, -8.82869679e-03
-1.33635965e-03, 1.28414087e+01, 1.68285542e-03, -9.99999978e-03, 3.81024089e-03, -9.37785394e-03
-8.79632134e-04, 1.30650787e+01, 1.31379813e-03, -9.99999978e-03, 4.13612416e-03, -8.91422015e-03
-1.52279099e-04, 1.28847857e+01, 2.33061402e-03, -9.99999978e-03, 6.45625824e-03, -9.36380122e-03
-9.51787573e-04, 1.29775887e+01, 1.70980324e-03, -9.99999978e-03, 6.56281458e-03, -9.12431348e-03
-3.16415681e-04, 1.30437431e+01, 3.00315162e-03, -9.99999978e-03, -1.25143677e-03, -8.72745458e-03
2.97438062e-04, 1.29381695e+01, 4.04549995e-03, -9.99999978e-03, -1.31184258e-03, -9.12697054e-03
-3.53790261e-03, 1.29121790e+01, 4.42463066e-03, -9.99999978e-03, -2.70183804e-03, -9.09748487e-03
-4.60042944e-03, 1.27582970e+01, 4.84240754e-03, -9.99999978e-03, -2.04240601e-03, -9.38042067e-03
-4.59964713e-03, 1.27583008e+01, 4.84185154e-03, -9.99999978e-03, -2.04193848e-03, -9.38041136e-03
-1.38609321e-03, 1.30419474e+01, 2.75048800e-03, -9.99999978e-03, 8.79084505e-03, -8.95228609e-03
8.86461756e-04, 1.31233664e+01, -5.24459232e-04, -9.99999978e-03, 1.18861506e-02, -8.73295963e-03
-6.99169759e-04, 1.29904079e+01, 3.57868266e-05, -9.99999978e-03, 1.15084220e-02, -9.11194459e-03
-7.87866069e-04, 1.31988840e+01, 1.07239885e-03, -9.99999978e-03, 9.95314680e-03, -8.14339891e-03
1.01001555e-04, 1.31089058e+01, 4.76038404e-04, -9.99999978e-03, -3.76873976e-03, -7.99363665e-03
-1.80156785e-04, 1.30449772e+01, -3.33109172e-03, -9.99999978e-03, -3.29082226e-03, -7.34908693e-03
-1.67811092e-03, 1.30298862e+01, 4.60332632e-03, -9.99999978e-03, -3.14486353e-03, -8.81871488e-03
-1.39852613e-03, 1.29889097e+01, 5.32998610e-03, -9.99999978e-03, -3.20534850e-03, -8.94402340e-03
-1.22868852e-03, 1.30303621e+01, 5.03575942e-03, -9.99999978e-03, -3.31328111e-03, -8.81179050e-03
-2.62720045e-03, 1.29897766e+01, 4.93970292e-05, -9.99999978e-03, 9.68915969e-03, -9.04085208e-03
-2.92274053e-03, 1.29479074e+01, 5.29110944e-03, -9.99999978e-03, -3.13208299e-03, -9.07172728e-03
-5.67963766e-03, 1.27720432e+01, 4.92656231e-03, -9.99999978e-03, -2.92430026e-03, -9.36371833e-03
-6.71848888e-04, 1.32083330e+01, 2.65877083e-04, -9.99999978e-03, 1.09624779e-02, -8.01683590e-03
-6.80407160e-04, 1.32087326e+01, 2.65426701e-04, -9.99999978e-03, 1.09549239e-02, -8.02469719e-03
-1.30663544e-03, 1.31054268e+01, -4.10624576e-04, -9.99999978e-03, 1.09597389e-02, -8.76737107e-03
-8.07244855e-04, 1.30169230e+01, -2.56922562e-04, -9.99999978e-03, 1.11042093e-02, -9.00531374e-03
-3.51431035e-03, 1.28893461e+01, 5.80607099e-04, -9.99999978e-03, 1.08714085e-02, -9.38080810e-03
-7.77322683e-04, 1.30202065e+01, -5.29150479e-03, -9.99999978e-03, -4.25284356e-03, -7.19063776e-03
-6.16520527e-04, 1.31358604e+01, 1.31837651e-03, -9.99999978e-03, 4.92029544e-03, -8.52465536e-03
2.12353683e-04, 1.31069784e+01, 4.17817791e-04, -9.99999978e-03, -3.87126300e-03, -7.99363852e-03
-5.39106433e-04, 1.32136269e+01, 7.72315892e-04, -9.99999978e-03, 2.14851070e-02, -7.96829350e-03
-6.81694248e-04, 1.32083788e+01, 2.52240279e-04, -9.99999978e-03, 1.09536257e-02, -8.03127792e-03
-2.35904969e-04, 1.31830893e+01, 4.31302149e-04, -9.99999978e-03, 4.78063989e-03, -8.02090392e-03
-1.51968168e-04, 1.31830759e+01, 4.20358963e-04, -9.99999978e-03, 4.72692447e-03, -8.01455136e-03
6.92337868e-04, 1.31417313e+01, 9.11524519e-04, -9.99999978e-03, 9.54262621e-04, -8.03917553e-03
2.86931754e-06, 1.30414639e+01, 3.78065812e-03, -9.99999978e-03, -5.01605624e-04, -8.86990782e-03
-5.29527199e-03, 1.27002144e+01, 8.75619985e-03, -9.99999978e-03, -3.80716636e-03, -9.38079134e-03
4.03936865e-05, 1.27909212e+01, 3.26458015e-03, -9.99999978e-03, 5.57332253e-03, -9.38075036e-03
4.03668419e-05, 1.27909288e+01, 3.26454709e-03, -9.99999978e-03, 5.57329971e-03, -9.38073546e-03
-6.51615439e-04, 1.30781088e+01, 1.39049697e-03, -9.99999978e-03, 4.23901062e-03, -8.88749864e-03
-7.56318972e-04, 1.30977926e+01, 1.36822858e-03, -9.99999978e-03, 4.18941211e-03, -8.80615693e-03
-5.67748968e-04, 1.30257359e+01, -5.13665192e-03, -9.99999978e-03, -4.08064201e-03, -7.18177762e-03
-2.47503602e-04, 1.30702114e+01, -2.21656542e-03, -9.99999978e-03, -4.02904116e-03, -7.61922495e-03
-1.67166081e-03, 1.28567743e+01, 1.09737064e-03, -9.99999978e-03, 1.17544448e-02, -9.36380867e-03
-6.57210592e-04, 1.32096415e+01, 4.08087042e-04, -9.99999978e-03, 1.07908612e-02, -8.03082902e-03
-5.30520396e-04, 1.32085552e+01, 1.07320887e-03, -9.99999978e-03, 1.00417212e-02, -8.04873742e-03
3.33080767e-04, 1.31282635e+01, -3.97311174e-04, -9.99999978e-03, 1.00182034e-02, -7.26222340e-03
-5.24527801e-04, 1.32070837e+01, 9.82676749e-04, -9.99999978e-03, 1.00086229e-02, -8.02216772e-03
-7.40917516e-04, 1.29896498e+01, 2.43588816e-03, -9.99999978e-03, 1.51218828e-02, -9.06609371e-03
8.45225703e-04, 1.31320410e+01, 3.06691189e-04, -9.99999978e-03, 1.22440374e-02, -7.27902446e-03
-1.38075688e-04, 1.31820889e+01, 2.06951561e-04, -9.99999978e-03, 4.72602714e-03, -7.95036275e-03
-2.91948672e-05, 1.30760326e+01, 5.04276156e-03, -9.99999978e-03, 1.15650345e-03, -8.74060392e-03
1.78172672e-03, 1.29131584e+01, -5.75824088e-05, -9.99999978e-03, 1.26374820e-02, -9.38080810e-03
1.78172672e-03, 1.29131584e+01, -5.75824088e-05, -9.99999978e-03, 1.26374820e-02, -9.38080810e-03
3.44356755e-04, 1.28394423e+01, 2.54522776e-03, -9.99999978e-03, 1.52865928e-02, -9.36380867e-03
-1.72182778e-03, 1.29275045e+01, 9.15532699e-04, -9.99999978e-03, 3.08153965e-03, -9.15461779e-03
-1.97286950e-03, 1.28089981e+01, 1.04240258e-03, -9.99999978e-03, 2.92798202e-03, -9.36091132e-03
8.52357189e-04, 1.28465080e+01, 2.34153424e-03, -9.99999978e-03, 1.61696300e-02, -9.38080810e-03
8.52357189e-04, 1.28465080e+01, 2.34153424e-03, -9.99999978e-03, 1.61696300e-02, -9.38080810e-03
-7.91076163e-04, 1.32008171e+01, -1.41336408e-03, -9.99999978e-03, 2.25484651e-02, -7.79637881e-03
-7.44864170e-04, 1.31402645e+01, -2.92223250e-03, -9.99999978e-03, 2.29208171e-02, -7.31101492e-03
-4.27824067e-04, 1.32120075e+01, 7.74909277e-04, -9.99999978e-03, 9.38135479e-03, -8.03833734e-03
-9.24504013e-04, 1.30684299e+01, 2.87724053e-03, -9.99999978e-03, 7.11562671e-03, -8.91864579e-03
-1.08242896e-03, 1.30914116e+01, 2.81131035e-03, -9.99999978e-03, 7.16419797e-03, -8.86076316e-03
1.07079255e-03, 1.31789932e+01, -1.23347272e-04, -9.99999978e-03, 3.01091047e-03, -7.93839619e-03
-1.33777875e-03, 1.28405581e+01, 1.68400561e-03, -9.99999978e-03, 3.80846229e-03, -9.37953498e-03
-5.70903241e-04, 1.30183973e+01, 6.02319045e-03, -9.99999978e-03, -3.89520312e-03, -8.79236124e-03
-5.42432943e-04, 1.31349888e+01, 1.29149877e-03, -9.99999978e-03, 5.17416559e-03, -8.54525529e-03
-4.12501569e-04, 1.31314812e+01, -4.80597693e-04, -9.99999978e-03, -1.05781341e-03, -7.97913875e-03
4.03889753e-05, 1.27909184e+01, 3.26459506e-03, -9.99999978e-03, 5.57331974e-03, -9.38075595e-03
4.88949532e-04, 1.31262560e+01, 6.49096793e-04, -9.99999978e-03, -2.81300140e-03, -8.00267886e-03
-1.47018116e-03, 1.30758953e+01, 3.11819836e-03, -9.99999978e-03, 8.75692349e-03, -8.88990331e-03
4.20041557e-04, 1.31317310e+01, 2.46739917e-04, -9.99999978e-03, 1.13162566e-02, -7.29253516e-03
6.54641597e-04, 1.31295004e+01, -5.99483246e-05, -9.99999978e-03, 1.06720608e-02, -7.21610431e-03
-1.10145123e-03, 1.30410509e+01, 2.97052640e-04, -9.99999978e-03, 2.12745704e-02, -8.97664297e-03
-4.81919997e-04, 1.29836540e+01, 4.22359724e-03, -9.99999978e-03, 2.32339259e-02, -9.38080810e-03
8.52357189e-04, 1.28465080e+01, 2.34153424e-03, -9.99999978e-03, 1.61696300e-02, -9.38080810e-03
-3.78604425e-04, 1.31317978e+01, -2.01316318e-04, -9.99999978e-03, -1.03303499e-03, -8.02772399e-03
1.20240933e-04, 1.28221684e+01, 1.73759530e-03, -9.99999978e-03, 1.70526672e-02, -9.36380867e-03
2.31242762e-03, 1.28479948e+01, 4.00027871e-04, -9.99999978e-03, 1.79357044e-02, -9.38080810e-03
4.57094458e-04, 1.30422287e+01, 2.67947931e-03, -9.99999978e-03, -2.28615627e-05, -8.77545867e-03
-4.59720474e-03, 1.27583189e+01, 4.84251743e-03, -9.99999978e-03, -2.04147305e-03, -9.38041974e-03
9.30423848e-05, 1.31221361e+01, -1.50884420e-03, -9.99999978e-03, 1.57768279e-02, -7.38269370e-03
-1.93666914e-04, 1.30857162e+01, 4.24858276e-03, -9.99999978e-03, 2.49483134e-03, -8.83584470e-03
1.78172672e-03, 1.29131584e+01, -5.75824088e-05, -9.99999978e-03, 1.26374820e-02, -9.38080810e-03
-1.33759785e-03, 1.28403187e+01, 1.68679189e-03, -9.99999978e-03, 3.80985579e-03, -9.37993079e-03
-1.33810134e-03, 1.28403482e+01, 1.68437755e-03, -9.99999978e-03, 3.80873540e-03, -9.37990844e-03
1.72882935e-03, 1.28432236e+01, -4.01136046e-03, -9.99999978e-03, -2.26605189e-04, -9.36582685e-03
1.68038625e-03, 1.28395271e+01, -3.71754239e-03, -9.99999978e-03, -2.12186933e-04, -9.37674940e-03
4.03941704e-05, 1.27909184e+01, 3.26459343e-03, -9.99999978e-03, 5.57332346e-03, -9.38075595e-03
2.52095819e-03, 1.31466637e+01, -5.56909293e-03, -9.99999978e-03, 2.41772644e-02, -8.76969937e-03
2.70615797e-04, 1.31427155e+01, -9.52324737e-03, -9.99999978e-03, 2.43964419e-02, -8.75338539e-03
1.12739834e-03, 1.30248508e+01, -3.56799550e-03, -9.99999978e-03, 2.42613051e-02, -9.10548493e-03
4.03951999e-05, 1.27909184e+01, 3.26459995e-03, -9.99999978e-03, 5.57331555e-03, -9.38075595e-03
7.83227151e-05, 1.30230875e+01, -2.87971576e-03, -9.99999978e-03, 2.33088440e-06, -7.14775454e-03
6.99452357e-04, 1.31485662e+01, 2.67547613e-04, -9.99999978e-03, 2.07356340e-03, -8.00249260e-03
-5.29527199e-03, 1.27002144e+01, 8.75619985e-03, -9.99999978e-03, -3.80716636e-03, -9.38079134e-03
7.32188229e-04, 1.32045107e+01, 1.25324889e-03, -9.99999978e-03, 2.43859291e-02, -7.85086118e-03
9.40524274e-04, 1.32137899e+01, -2.90104334e-04, -9.99999978e-03, 2.40988508e-02, -7.92781450e-03
9.77683812e-04, 1.32080374e+01, 9.64019157e-04, -9.99999978e-03, 2.41156258e-02, -7.84086343e-03
-8.35458864e-04, 1.28228664e+01, 8.38889927e-03, -9.99999978e-03, 2.08239816e-03, -9.37374402e-03
-2.53818609e-04, 1.30507402e+01, 4.97596804e-03, -9.99999978e-03, 2.42007291e-03, -8.91127251e-03
-1.33864617e-03, 1.28403082e+01, 1.68387266e-03, -9.99999978e-03, 3.80763970e-03, -9.37992707e-03
-2.57256138e-03, 1.28264780e+01, 7.50487437e-04, -9.99999978e-03, 9.10533406e-03, -9.38080810e-03
4.79055016e-04, 1.28577585e+01, 2.40931101e-03, -9.99999978e-03, 1.44035565e-02, -9.38080810e-03
-4.59899544e-04, 1.27943096e+01, 5.84870856e-03, -9.99999978e-03, -1.15633127e-03, -9.36229527e-03
-1.95716741e-03, 1.28033161e+01, 1.64308604e-02, -9.99999978e-03, 6.85883511e-04, -9.36234184e-03
6.47555338e-04, 1.32181063e+01, -3.47944704e-04, -9.99999978e-03, 1.63158048e-02, -7.99331442e-03
-1.52984401e-04, 1.31205263e+01, -4.39250944e-05, -9.99999978e-03, 1.38628744e-02, -8.61062109e-03
-4.81919997e-04, 1.29836540e+01, 4.22359724e-03, -9.99999978e-03, 2.32339259e-02, -9.38080810e-03
5.29995072e-04, 1.30135736e+01, 1.16777758e-03, -9.99999978e-03, 2.39986815e-02, -9.14724171e-03
-8.24521994e-05, 1.31466370e+01, -4.23755846e-04, -9.99999978e-03, 2.36926749e-02, -8.65665544e-03
1.02454540e-03, 1.31126156e+01, -1.56673836e-03, -9.99999978e-03, 9.54453088e-03, -7.28143100e-03
-4.44433157e-04, 1.31502142e+01, 7.62449519e-04, -9.99999978e-03, 4.51491494e-03, -8.35676305e-03
1.53818936e-03, 1.30935297e+01, -2.74246605e-03, -9.99999978e-03, 2.57763825e-03, -7.33691175e-03
2.06346111e-03, 1.30966377e+01, -3.11856857e-03, -9.99999978e-03, 2.20654020e-03, -7.32770655e-03
-2.69267650e-04, 1.29341011e+01, 1.40548940e-03, -9.99999978e-03, 2.41169631e-02, -9.36380867e-03
-1.07731670e-03, 1.31098995e+01, -2.72910055e-02, -9.99999978e-03, 2.49752495e-02, -8.91932845e-03
-1.02306646e-03, 1.31146965e+01, -2.49552839e-02, -9.99999978e-03, 2.50000004e-02, -8.80571548e-03
9.07420181e-05, 1.31661549e+01, 1.07302889e-03, -9.99999978e-03, 2.48581134e-02, -7.91990384e-03
2.11057966e-04, 1.32130556e+01, -2.47619086e-04, -9.99999978e-03, 2.40296610e-02, -7.97966402e-03
2.33663712e-04, 1.32132845e+01, -3.11614480e-04, -9.99999978e-03, 2.40493957e-02, -7.89077114e-03
3.95231880e-04, 1.32188663e+01, 1.94643086e-04, -9.99999978e-03, 1.70698352e-02, -8.09455570e-03
3.63067142e-04, 1.31705818e+01, 3.66387446e-03, -9.99999978e-03, 2.49290299e-02, -7.74608925e-03
1.44898309e-04, 1.31613340e+01, 5.81630506e-03, -9.99999978e-03, 2.48701908e-02, -7.59174116e-03
9.38465062e-04, 1.32069998e+01, -1.75428740e-03, -9.99999978e-03, 2.41392832e-02, -8.07421282e-03
-1.02090405e-03, 1.31077585e+01, -2.78940182e-02, -9.99999978e-03, 2.50000004e-02, -8.92135315e-03
-7.14172376e-04, 1.31024408e+01, -2.88652703e-02, -9.99999978e-03, 2.50000004e-02, -8.93606152e-03
-1.53283600e-03, 1.29511385e+01, 1.26193650e-03, -9.99999978e-03, 2.14678515e-02, -9.38080810e-03
-1.53283600e-03, 1.29511385e+01, 1.26193650e-03, -9.99999978e-03, 2.14678515e-02, -9.38080810e-03
-8.08287936e-04, 1.28514795e+01, 9.15441383e-03, -9.99999978e-03, 1.89973484e-03, -9.32755321e-03
-7.94932945e-04, 1.28255892e+01, 9.44577623e-03, -9.99999978e-03, 1.95353106e-03, -9.37134027e-03
-1.22512761e-03, 1.28194065e+01, 1.19781476e-02, -9.99999978e-03, 1.74400955e-03, -9.37405974e-03
-1.15383940e-03, 1.31514883e+01, 1.97086530e-03, -9.99999978e-03, 2.24670395e-02, -8.68861377e-03
1.66610058e-03, 1.28392477e+01, -4.14603483e-03, -9.99999978e-03, -2.30891979e-04, -9.37631261e-03
1.73525210e-03, 1.28403311e+01, -3.79106239e-03, -9.99999978e-03, -2.66464922e-04, -9.37703345e-03
-8.88815615e-04, 1.29393845e+01, -2.48311739e-03, -9.99999978e-03, 1.97017789e-02, -9.38080810e-03
-1.18921371e-03, 1.31603661e+01, 1.74807291e-03, -9.99999978e-03, 2.49999985e-02, -7.81039428e-03
