Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
-1.85090594e-03, 4.57930088e+00, 1.49208133e-03, -9.99999978e-03, -6.45622332e-03, -1.06960451e-02
-1.75913156e-03, 4.57317638e+00, 1.32366398e-03, -9.99999978e-03, -5.57318609e-03, -1.07296510e-02
-1.75913156e-03, 4.57317638e+00, 1.32366398e-03, -9.99999978e-03, -5.57318609e-03, -1.07296510e-02
-1.75913156e-03, 4.57317638e+00, 1.32366398e-03, -9.99999978e-03, -5.57318609e-03, -1.07296510e-02
-1.69791607e-03, 4.56737328e+00, 1.28719909e-03, -9.99999978e-03, -4.69014933e-03, -1.06960442e-02
-6.70702336e-03, 5.72815084e+00, 1.02827977e-02, -9.99999978e-03, -1.97017789e-02, -1.06252190e-02
-6.19112700e-03, 5.70013523e+00, 9.21654515e-03, -9.99999978e-03, -1.88187417e-02, -1.05928974e-02
-5.90818934e-03, 5.67453098e+00, 8.59570317e-03, -9.99999978e-03, -1.79357044e-02, -1.06252190e-02
-5.90818934e-03, 5.67453098e+00, 8.59570317e-03, -9.99999978e-03, -1.79357044e-02, -1.06252190e-02
-5.90818934e-03, 5.67453098e+00, 8.59570317e-03, -9.99999978e-03, -1.79357044e-02, -1.06252190e-02
-5.18752541e-03, 5.65123940e+00, 7.62644876e-03, -9.99999978e-03, -1.70526672e-02, -1.05928974e-02
-4.60269628e-03, 5.62975550e+00, 7.15487869e-03, -9.99999978e-03, -1.61696300e-02, -1.06252190e-02
-4.60269628e-03, 5.62975550e+00, 7.15487869e-03, -9.99999978e-03, -1.61696300e-02, -1.06252190e-02
-4.60269628e-03, 5.62975550e+00, 7.15487869e-03, -9.99999978e-03, -1.61696300e-02, -1.06252190e-02
-4.08317521e-03, 5.60958576e+00, 6.76020794e-03, -9.99999978e-03, -1.52865928e-02, -1.05928974e-02
-3.96991381e-03, 5.59094954e+00, 6.30339142e-03, -9.99999978e-03, -1.44035565e-02, -1.06252190e-02
-3.96991381e-03, 5.59094954e+00, 6.30339142e-03, -9.99999978e-03, -1.44035565e-02, -1.06252190e-02
-3.96991381e-03, 5.59094954e+00, 6.30339142e-03, -9.99999978e-03, -1.44035565e-02, -1.06252190e-02
-3.82631132e-03, 5.57464027e+00, 5.24654286e-03, -9.99999978e-03, -1.35205192e-02, -1.05928974e-02
-4.03986033e-03, 5.55979061e+00, 5.20309340e-03, -9.99999978e-03, -1.26374820e-02, -1.06252190e-02
-4.03986033e-03, 5.55979061e+00, 5.20309340e-03, -9.99999978e-03, -1.26374820e-02, -1.06252190e-02
-4.03986033e-03, 5.55979061e+00, 5.20309340e-03, -9.99999978e-03, -1.26374820e-02, -1.06252190e-02
-3.88127938e-03, 5.54616070e+00, 4.74920031e-03, -9.99999978e-03, -1.17544448e-02, -1.05928974e-02
-3.71211371e-03, 5.53334904e+00, 4.33811732e-03, -9.99999978e-03, -1.08714085e-02, -1.06252190e-02
-3.71211371e-03, 5.53334904e+00, 4.33811732e-03, -9.99999978e-03, -1.08714085e-02, -1.06252190e-02
-3.71211371e-03, 5.53334904e+00, 4.33811732e-03, -9.99999978e-03, -1.08714085e-02, -1.06252190e-02
-3.07812076e-03, 5.52196026e+00, 3.72526841e-03, -9.99999978e-03, -9.98837128e-03, -1.05928974e-02
-2.68399762e-03, 5.51175117e+00, 3.13389627e-03, -9.99999978e-03, -9.10533406e-03, -1.06252190e-02
-2.68399762e-03, 5.51175117e+00, 3.13389627e-03, -9.99999978e-03, -9.10533406e-03, -1.06252190e-02
-2.68399762e-03, 5.51175117e+00, 3.13389627e-03, -9.99999978e-03, -9.10533406e-03, -1.06252190e-02
-2.38481257e-03, 5.50249386e+00, 2.84583820e-03, -9.99999978e-03, -8.22229683e-03, -1.05928974e-02
-2.38331477e-03, 5.49428606e+00, 2.55331048e-03, -9.99999978e-03, -7.33926008e-03, -1.06252190e-02
-2.38331477e-03, 5.49428606e+00, 2.55331048e-03, -9.99999978e-03, -7.33926008e-03, -1.06252190e-02
-2.38331477e-03, 5.49428606e+00, 2.55331048e-03, -9.99999978e-03, -7.33926008e-03, -1.06252190e-02
-2.19292659e-03, 5.48675871e+00, 2.31813593e-03, -9.99999978e-03, -6.45622332e-03, -1.05928974e-02
-2.08098488e-03, 5.48001862e+00, 2.07157829e-03, -9.99999978e-03, -5.57318609e-03, -1.06252190e-02
-2.08098488e-03, 5.48001862e+00, 2.07157829e-03, -9.99999978e-03, -5.57318609e-03, -1.06252190e-02
-2.08098488e-03, 5.48001862e+00, 2.07157829e-03, -9.99999978e-03, -5.57318609e-03, -1.06252190e-02
-2.00200267e-03, 5.47362804e+00, 2.00163573e-03, -9.99999978e-03, -4.69014980e-03, -1.05928974e-02
-7.65509671e-03, 6.76050901e+00, 1.52121764e-02, -9.99999978e-03, -1.97017770e-02, -1.04998993e-02
-7.09660631e-03, 6.73115015e+00, 1.36423418e-02, -9.99999978e-03, -1.88187417e-02, -1.04691219e-02
-6.80541573e-03, 6.70437956e+00, 1.27069568e-02, -9.99999978e-03, -1.79357044e-02, -1.04998993e-02
-6.80541573e-03, 6.70437956e+00, 1.27069568e-02, -9.99999978e-03, -1.79357044e-02, -1.04998993e-02
-6.80541573e-03, 6.70437956e+00, 1.27069568e-02, -9.99999978e-03, -1.79357044e-02, -1.04998993e-02
-6.02652179e-03, 6.68005657e+00, 1.12941433e-02, -9.99999978e-03, -1.70526672e-02, -1.04691219e-02
-5.39490115e-03, 6.65763092e+00, 1.05844121e-02, -9.99999978e-03, -1.61696300e-02, -1.04998993e-02
-5.39490115e-03, 6.65763092e+00, 1.05844121e-02, -9.99999978e-03, -1.61696300e-02, -1.04998993e-02
-5.39490115e-03, 6.65763092e+00, 1.05844121e-02, -9.99999978e-03, -1.61696300e-02, -1.04998993e-02
-4.82256711e-03, 6.63653040e+00, 1.00056063e-02, -9.99999978e-03, -1.52865928e-02, -1.04691219e-02
-4.68703918e-03, 6.61704588e+00, 9.30452533e-03, -9.99999978e-03, -1.44035565e-02, -1.04998993e-02
-4.68703918e-03, 6.61704588e+00, 9.30452533e-03, -9.99999978e-03, -1.44035565e-02, -1.04998993e-02
-4.68703918e-03, 6.61704588e+00, 9.30452533e-03, -9.99999978e-03, -1.44035565e-02, -1.04998993e-02
-4.46611177e-03, 6.60008478e+00, 7.77977426e-03, -9.99999978e-03, -1.35205192e-02, -1.04691219e-02
-4.66522994e-03, 6.58460808e+00, 7.71300914e-03, -9.99999978e-03, -1.26374820e-02, -1.04998993e-02
-4.66522994e-03, 6.58460808e+00, 7.71300914e-03, -9.99999978e-03, -1.26374820e-02, -1.04998993e-02
-4.66522994e-03, 6.58460808e+00, 7.71300914e-03, -9.99999978e-03, -1.26374820e-02, -1.04998993e-02
-4.46407357e-03, 6.57042122e+00, 7.00675230e-03, -9.99999978e-03, -1.17544448e-02, -1.04691219e-02
-4.28212341e-03, 6.55712748e+00, 6.39526220e-03, -9.99999978e-03, -1.08714085e-02, -1.04998993e-02
-4.28212341e-03, 6.55712748e+00, 6.39526220e-03, -9.99999978e-03, -1.08714085e-02, -1.04998993e-02
-4.28212341e-03, 6.55712748e+00, 6.39526220e-03, -9.99999978e-03, -1.08714085e-02, -1.04998993e-02
-3.59418849e-03, 6.54535389e+00, 5.50827384e-03, -9.99999978e-03, -9.98837128e-03, -1.04691219e-02
-3.17734270e-03, 6.53483105e+00, 4.63894475e-03, -9.99999978e-03, -9.10533406e-03, -1.04998993e-02
-3.17734270e-03, 6.53483105e+00, 4.63894475e-03, -9.99999978e-03, -9.10533406e-03, -1.04998993e-02
-3.17734270e-03, 6.53483105e+00, 4.63894475e-03, -9.99999978e-03, -9.10533406e-03, -1.04998993e-02
-2.83843162e-03, 6.52520752e+00, 4.20909468e-03, -9.99999978e-03, -8.22229683e-03, -1.04691219e-02
-2.80957227e-03, 6.51671743e+00, 3.79160908e-03, -9.99999978e-03, -7.33926008e-03, -1.04998993e-02
-2.80957227e-03, 6.51671743e+00, 3.79160908e-03, -9.99999978e-03, -7.33926008e-03, -1.04998993e-02
-2.80957227e-03, 6.51671743e+00, 3.79160908e-03, -9.99999978e-03, -7.33926008e-03, -1.04998993e-02
-2.56220112e-03, 6.50891018e+00, 3.41897923e-03, -9.99999978e-03, -6.45622332e-03, -1.04691219e-02
-2.41969130e-03, 6.50190830e+00, 3.06639122e-03, -9.99999978e-03, -5.57318656e-03, -1.04998993e-02
-2.41969130e-03, 6.50190830e+00, 3.06639122e-03, -9.99999978e-03, -5.57318656e-03, -1.04998993e-02
-2.41969130e-03, 6.50190830e+00, 3.06639122e-03, -9.99999978e-03, -5.57318656e-03, -1.04998993e-02
-2.32255179e-03, 6.49526119e+00, 2.95416638e-03, -9.99999978e-03, -4.69015026e-03, -1.04691209e-02
-8.52642767e-03, 7.87907839e+00, 2.15225797e-02, -9.99999978e-03, -1.97017770e-02, -1.03495158e-02
-7.92913605e-03, 7.85100794e+00, 1.92945674e-02, -9.99999978e-03, -1.88187417e-02, -1.03205899e-02
-7.62860849e-03, 7.82546902e+00, 1.79718025e-02, -9.99999978e-03, -1.79357044e-02, -1.03495158e-02
-7.62860849e-03, 7.82546902e+00, 1.79718025e-02, -9.99999978e-03, -1.79357044e-02, -1.03495158e-02
-7.62860849e-03, 7.82546902e+00, 1.79718025e-02, -9.99999978e-03, -1.79357044e-02, -1.03495158e-02
-6.79550087e-03, 7.80234289e+00, 1.59684680e-02, -9.99999978e-03, -1.70526672e-02, -1.03205899e-02
-6.11538393e-03, 7.78103161e+00, 1.49425454e-02, -9.99999978e-03, -1.61696300e-02, -1.03495158e-02
-6.11538393e-03, 7.78103161e+00, 1.49425454e-02, -9.99999978e-03, -1.61696300e-02, -1.03495158e-02
-6.11538393e-03, 7.78103161e+00, 1.49425454e-02, -9.99999978e-03, -1.61696300e-02, -1.03495158e-02
-5.51775657e-03, 7.76083803e+00, 1.41861057e-02, -9.99999978e-03, -1.52865928e-02, -1.03205899e-02
-5.40200388e-03, 7.74222136e+00, 1.31550794e-02, -9.99999978e-03, -1.44035565e-02, -1.03495158e-02
-5.40200388e-03, 7.74222136e+00, 1.31550794e-02, -9.99999978e-03, -1.44035565e-02, -1.03495158e-02
-5.40200388e-03, 7.74222136e+00, 1.31550794e-02, -9.99999978e-03, -1.44035565e-02, -1.03495158e-02
-5.10210684e-03, 7.72626781e+00, 1.09565603e-02, -9.99999978e-03, -1.35205192e-02, -1.03205899e-02
-5.29390341e-03, 7.71166706e+00, 1.09751010e-02, -9.99999978e-03, -1.26374820e-02, -1.03495158e-02
-5.29390341e-03, 7.71166706e+00, 1.09751010e-02, -9.99999978e-03, -1.26374820e-02, -1.03495158e-02
-5.29390341e-03, 7.71166706e+00, 1.09751010e-02, -9.99999978e-03, -1.26374820e-02, -1.03495158e-02
-5.04259020e-03, 7.69825792e+00, 9.86512098e-03, -9.99999978e-03, -1.17544448e-02, -1.03205899e-02
-4.82667144e-03, 7.68572617e+00, 9.00956523e-03, -9.99999978e-03, -1.08714085e-02, -1.03495158e-02
-4.82667144e-03, 7.68572617e+00, 9.00956523e-03, -9.99999978e-03, -1.08714085e-02, -1.03495158e-02
-4.82667144e-03, 7.68572617e+00, 9.00956523e-03, -9.99999978e-03, -1.08714085e-02, -1.03495158e-02
-4.07085568e-03, 7.67471695e+00, 7.76092941e-03, -9.99999978e-03, -9.98837128e-03, -1.03205899e-02
-3.64081468e-03, 7.66494656e+00, 6.50050165e-03, -9.99999978e-03, -9.10533406e-03, -1.03495158e-02
-3.64081468e-03, 7.66494656e+00, 6.50050165e-03, -9.99999978e-03, -9.10533406e-03, -1.03495158e-02
-3.64081468e-03, 7.66494656e+00, 6.50050165e-03, -9.99999978e-03, -9.10533406e-03, -1.03495158e-02
-3.28914123e-03, 7.65584230e+00, 5.93284424e-03, -9.99999978e-03, -8.22229683e-03, -1.03205899e-02
-3.24154599e-03, 7.64790583e+00, 5.37216943e-03, -9.99999978e-03, -7.33926008e-03, -1.03495158e-02
-3.24154599e-03, 7.64790583e+00, 5.37216943e-03, -9.99999978e-03, -7.33926008e-03, -1.03495158e-02
-3.24154599e-03, 7.64790583e+00, 5.37216943e-03, -9.99999978e-03, -7.33926008e-03, -1.03495158e-02
-2.92561809e-03, 7.64058352e+00, 4.81055863e-03, -9.99999978e-03, -6.45622332e-03, -1.03205899e-02
-2.73883552e-03, 7.63394690e+00, 4.31286218e-03, -9.99999978e-03, -5.57318656e-03, -1.03495158e-02
-2.73883552e-03, 7.63394690e+00, 4.31286218e-03, -9.99999978e-03, -5.57318656e-03, -1.03495158e-02
-2.73883552e-03, 7.63394690e+00, 4.31286218e-03, -9.99999978e-03, -5.57318656e-03, -1.03495158e-02
-2.63056578e-03, 7.62764549e+00, 4.16773045e-03, -9.99999978e-03, -4.69015073e-03, -1.03205889e-02
-9.18905530e-03, 9.05200005e+00, 2.90049203e-02, -9.99999978e-03, -1.97017770e-02, -1.01690562e-02
-8.53329338e-03, 9.02980804e+00, 2.59741303e-02, -9.99999978e-03, -1.88187417e-02, -1.01423515e-02
-8.20261333e-03, 9.00961590e+00, 2.42391825e-02, -9.99999978e-03, -1.79357044e-02, -1.01690562e-02
-8.20261333e-03, 9.00961590e+00, 2.42391825e-02, -9.99999978e-03, -1.79357044e-02, -1.01690562e-02
-8.20261333e-03, 9.00961590e+00, 2.42391825e-02, -9.99999978e-03, -1.79357044e-02, -1.01690562e-02
-7.30291707e-03, 8.99150467e+00, 2.14856043e-02, -9.99999978e-03, -1.70526672e-02, -1.01423515e-02
-6.55632559e-03, 8.97483730e+00, 2.00571343e-02, -9.99999978e-03, -1.61696300e-02, -1.01690562e-02
-6.55632559e-03, 8.97483730e+00, 2.00571343e-02, -9.99999978e-03, -1.61696300e-02, -1.01690562e-02
-6.55632559e-03, 8.97483730e+00, 2.00571343e-02, -9.99999978e-03, -1.61696300e-02, -1.01690562e-02
-5.98627562e-03, 8.95862579e+00, 1.92405768e-02, -9.99999978e-03, -1.52865928e-02, -1.01423515e-02
-5.98196499e-03, 8.94382572e+00, 1.78044736e-02, -9.99999978e-03, -1.44035565e-02, -1.01690562e-02
-5.98196499e-03, 8.94382572e+00, 1.78044736e-02, -9.99999978e-03, -1.44035565e-02, -1.01690562e-02
-5.98196499e-03, 8.94382572e+00, 1.78044736e-02, -9.99999978e-03, -1.44035565e-02, -1.01690562e-02
-5.61095215e-03, 8.93177032e+00, 1.45822447e-02, -9.99999978e-03, -1.35205192e-02, -1.01423515e-02
-5.83136128e-03, 8.92064285e+00, 1.49593279e-02, -9.99999978e-03, -1.26374820e-02, -1.01690562e-02
-5.83136128e-03, 8.92064285e+00, 1.49593279e-02, -9.99999978e-03, -1.26374820e-02, -1.01690562e-02
-5.83136128e-03, 8.92064285e+00, 1.49593279e-02, -9.99999978e-03, -1.26374820e-02, -1.01690562e-02
-5.53333201e-03, 8.91027546e+00, 1.32036731e-02, -9.99999978e-03, -1.17544448e-02, -1.01423515e-02
-5.24771446e-03, 8.90059948e+00, 1.20913982e-02, -9.99999978e-03, -1.08714085e-02, -1.01690562e-02
-5.24771446e-03, 8.90059948e+00, 1.20913982e-02, -9.99999978e-03, -1.08714085e-02, -1.01690562e-02
-5.24771446e-03, 8.90059948e+00, 1.20913982e-02, -9.99999978e-03, -1.08714085e-02, -1.01690562e-02
-4.38521616e-03, 8.89232635e+00, 1.03625804e-02, -9.99999978e-03, -9.98837128e-03, -1.01423515e-02
-3.95403011e-03, 8.88508129e+00, 8.54814518e-03, -9.99999978e-03, -9.10533406e-03, -1.01690562e-02
-3.95403011e-03, 8.88508129e+00, 8.54814518e-03, -9.99999978e-03, -9.10533406e-03, -1.01690562e-02
-3.95403011e-03, 8.88508129e+00, 8.54814518e-03, -9.99999978e-03, -9.10533406e-03, -1.01690562e-02
-3.64522496e-03, 8.87787628e+00, 7.92446639e-03, -9.99999978e-03, -8.22229683e-03, -1.01423515e-02
-3.59565159e-03, 8.87187290e+00, 7.22537562e-03, -9.99999978e-03, -7.33926008e-03, -1.01690562e-02
-3.59565159e-03, 8.87187290e+00, 7.22537562e-03, -9.99999978e-03, -7.33926008e-03, -1.01690562e-02
-3.59565159e-03, 8.87187290e+00, 7.22537562e-03, -9.99999978e-03, -7.33926008e-03, -1.01690562e-02
-3.19805089e-03, 8.86630344e+00, 6.42614998e-03, -9.99999978e-03, -6.45622332e-03, -1.01423515e-02
-2.95539503e-03, 8.86096859e+00, 5.73928468e-03, -9.99999978e-03, -5.57318656e-03, -1.01690562e-02
-2.95539503e-03, 8.86096859e+00, 5.73928468e-03, -9.99999978e-03, -5.57318656e-03, -1.01690562e-02
-2.95539503e-03, 8.86096859e+00, 5.73928468e-03, -9.99999978e-03, -5.57318656e-03, -1.01690562e-02
-2.86660157e-03, 8.85598564e+00, 5.61962416e-03, -9.99999978e-03, -4.69015213e-03, -1.01423506e-02
-9.39160306e-03, 1.02291985e+01, 3.68120372e-02, -9.99999978e-03, -1.97017770e-02, -9.95250419e-03
-8.63993354e-03, 1.02202091e+01, 3.29324380e-02, -9.99999978e-03, -1.88187417e-02, -9.92846582e-03
-8.20490997e-03, 1.02118654e+01, 3.08502428e-02, -9.99999978e-03, -1.79357044e-02, -9.95250512e-03
-8.20490997e-03, 1.02118654e+01, 3.08502428e-02, -9.99999978e-03, -1.79357044e-02, -9.95250512e-03
-8.20490997e-03, 1.02118654e+01, 3.08502428e-02, -9.99999978e-03, -1.79357044e-02, -9.95250512e-03
-7.17003644e-03, 1.02046814e+01, 2.72462927e-02, -9.99999978e-03, -1.70526672e-02, -9.92846582e-03
-6.31346507e-03, 1.01982403e+01, 2.53690723e-02, -9.99999978e-03, -1.61696300e-02, -9.95250512e-03
-6.31346507e-03, 1.01982403e+01, 2.53690723e-02, -9.99999978e-03, -1.61696300e-02, -9.95250512e-03
-6.31346507e-03, 1.01982403e+01, 2.53690723e-02, -9.99999978e-03, -1.61696300e-02, -9.95250512e-03
-5.88570070e-03, 1.01905022e+01, 2.47345902e-02, -9.99999978e-03, -1.52865928e-02, -9.92846582e-03
-6.18226361e-03, 1.01843071e+01, 2.29141060e-02, -9.99999978e-03, -1.44035565e-02, -9.95250512e-03
-6.18226361e-03, 1.01843071e+01, 2.29141060e-02, -9.99999978e-03, -1.44035565e-02, -9.95250512e-03
-6.18226361e-03, 1.01843071e+01, 2.29141060e-02, -9.99999978e-03, -1.44035565e-02, -9.95250512e-03
-5.75050712e-03, 1.01808338e+01, 1.82440877e-02, -9.99999978e-03, -1.35205192e-02, -9.92846582e-03
-6.08367659e-03, 1.01772919e+01, 1.93539653e-02, -9.99999978e-03, -1.26374820e-02, -9.95250512e-03
-6.08367659e-03, 1.01772919e+01, 1.93539653e-02, -9.99999978e-03, -1.26374820e-02, -9.95250512e-03
-6.08367659e-03, 1.01772919e+01, 1.93539653e-02, -9.99999978e-03, -1.26374820e-02, -9.95250512e-03
-5.78299630e-03, 1.01734200e+01, 1.66686606e-02, -9.99999978e-03, -1.17544448e-02, -9.92846582e-03
-5.36962599e-03, 1.01696081e+01, 1.53471129e-02, -9.99999978e-03, -1.08714085e-02, -9.95250512e-03
-5.36962599e-03, 1.01696081e+01, 1.53471129e-02, -9.99999978e-03, -1.08714085e-02, -9.95250512e-03
-5.36962599e-03, 1.01696081e+01, 1.53471129e-02, -9.99999978e-03, -1.08714085e-02, -9.95250512e-03
-4.29004850e-03, 1.01673708e+01, 1.29995216e-02, -9.99999978e-03, -9.98837128e-03, -9.92846582e-03
-3.88195622e-03, 1.01651106e+01, 1.04489541e-02, -9.99999978e-03, -9.10533406e-03, -9.95250512e-03
-3.88195622e-03, 1.01651106e+01, 1.04489541e-02, -9.99999978e-03, -9.10533406e-03, -9.95250512e-03
-3.88195622e-03, 1.01651106e+01, 1.04489541e-02, -9.99999978e-03, -9.10533406e-03, -9.95250512e-03
-3.75372241e-03, 1.01614332e+01, 9.92378406e-03, -9.99999978e-03, -8.22229683e-03, -9.92846582e-03
-3.71739571e-03, 1.01594343e+01, 9.13913362e-03, -9.99999978e-03, -7.33926008e-03, -9.95250512e-03
-3.71739571e-03, 1.01594343e+01, 9.13913362e-03, -9.99999978e-03, -7.33926008e-03, -9.95250512e-03
-3.71739571e-03, 1.01594343e+01, 9.13913362e-03, -9.99999978e-03, -7.33926008e-03, -9.95250512e-03
-3.18568991e-03, 1.01574192e+01, 8.12751241e-03, -9.99999978e-03, -6.45622332e-03, -9.92846582e-03
-2.89539155e-03, 1.01542120e+01, 7.27131357e-03, -9.99999978e-03, -5.57318702e-03, -9.95250419e-03
-2.89539155e-03, 1.01542120e+01, 7.27131357e-03, -9.99999978e-03, -5.57318702e-03, -9.95250419e-03
-2.89539155e-03, 1.01542120e+01, 7.27131357e-03, -9.99999978e-03, -5.57318702e-03, -9.95250419e-03
-2.92768562e-03, 1.01518898e+01, 7.29535567e-03, -9.99999978e-03, -4.69015352e-03, -9.92846489e-03
-8.41145404e-03, 1.13461742e+01, 4.27184664e-02, -9.99999978e-03, -1.97017770e-02, -9.69264191e-03
-7.72887142e-03, 1.13614750e+01, 3.81395519e-02, -9.99999978e-03, -1.88187417e-02, -9.67180356e-03
-7.01439427e-03, 1.13753214e+01, 3.56756225e-02, -9.99999978e-03, -1.79357044e-02, -9.69264284e-03
-7.01439427e-03, 1.13753214e+01, 3.56756225e-02, -9.99999978e-03, -1.79357044e-02, -9.69264284e-03
-7.01439427e-03, 1.13753214e+01, 3.56756225e-02, -9.99999978e-03, -1.79357044e-02, -9.69264284e-03
-5.59468614e-03, 1.13867226e+01, 3.14579159e-02, -9.99999978e-03, -1.70526672e-02, -9.67180356e-03
-4.60152654e-03, 1.13985844e+01, 2.92577296e-02, -9.99999978e-03, -1.61696300e-02, -9.69264284e-03
-4.60152654e-03, 1.13985844e+01, 2.92577296e-02, -9.99999978e-03, -1.61696300e-02, -9.69264284e-03
-4.60152654e-03, 1.13985844e+01, 2.92577296e-02, -9.99999978e-03, -1.61696300e-02, -9.69264284e-03
-4.53338353e-03, 1.14037418e+01, 2.88626216e-02, -9.99999978e-03, -1.52865928e-02, -9.67180356e-03
-5.45913819e-03, 1.14148273e+01, 2.68470347e-02, -9.99999978e-03, -1.44035565e-02, -9.69264284e-03
-5.45913819e-03, 1.14148273e+01, 2.68470347e-02, -9.99999978e-03, -1.44035565e-02, -9.69264284e-03
-5.45913819e-03, 1.14148273e+01, 2.68470347e-02, -9.99999978e-03, -1.44035565e-02, -9.69264284e-03
-5.00227045e-03, 1.14266720e+01, 2.11466551e-02, -9.99999978e-03, -1.35205192e-02, -9.67180356e-03
-5.66065498e-03, 1.14363861e+01, 2.28083152e-02, -9.99999978e-03, -1.26374820e-02, -9.69264284e-03
-5.66065498e-03, 1.14363861e+01, 2.28083152e-02, -9.99999978e-03, -1.26374820e-02, -9.69264284e-03
-5.66065498e-03, 1.14363861e+01, 2.28083152e-02, -9.99999978e-03, -1.26374820e-02, -9.69264284e-03
-5.58947586e-03, 1.14438877e+01, 1.93305779e-02, -9.99999978e-03, -1.17544448e-02, -9.67180356e-03
-4.99232020e-03, 1.14474688e+01, 1.79273691e-02, -9.99999978e-03, -1.08714085e-02, -9.69264284e-03
-4.99232020e-03, 1.14474688e+01, 1.79273691e-02, -9.99999978e-03, -1.08714085e-02, -9.69264284e-03
-4.99232020e-03, 1.14474688e+01, 1.79273691e-02, -9.99999978e-03, -1.08714085e-02, -9.69264284e-03
-3.33276810e-03, 1.14584532e+01, 1.49709284e-02, -9.99999978e-03, -9.98837128e-03, -9.67180356e-03
-2.94360030e-03, 1.14616413e+01, 1.18239056e-02, -9.99999978e-03, -9.10533406e-03, -9.69264284e-03
-2.94360030e-03, 1.14616413e+01, 1.18239056e-02, -9.99999978e-03, -9.10533406e-03, -9.69264284e-03
-2.94360030e-03, 1.14616413e+01, 1.18239056e-02, -9.99999978e-03, -9.10533406e-03, -9.69264284e-03
-3.38368211e-03, 1.14613590e+01, 1.13687869e-02, -9.99999978e-03, -8.22229683e-03, -9.67180356e-03
-3.36983963e-03, 1.14672165e+01, 1.06043564e-02, -9.99999978e-03, -7.33926008e-03, -9.69264284e-03
-3.36983963e-03, 1.14672165e+01, 1.06043564e-02, -9.99999978e-03, -7.33926008e-03, -9.69264284e-03
-3.36983963e-03, 1.14672165e+01, 1.06043564e-02, -9.99999978e-03, -7.33926008e-03, -9.69264284e-03
-2.51235883e-03, 1.14700317e+01, 9.68405046e-03, -9.99999978e-03, -6.45622332e-03, -9.67180356e-03
-2.25906866e-03, 1.14666100e+01, 9.01034661e-03, -9.99999978e-03, -5.57318749e-03, -9.69264284e-03
-2.25906866e-03, 1.14666100e+01, 9.01034661e-03, -9.99999978e-03, -5.57318749e-03, -9.69264284e-03
-2.25906866e-03, 1.14666100e+01, 9.01034661e-03, -9.99999978e-03, -5.57318749e-03, -9.69264284e-03
-2.67786859e-03, 1.14686699e+01, 9.26196575e-03, -9.99999978e-03, -4.69015678e-03, -9.67180077e-03
-5.49524557e-04, 1.96442652e+00, 5.87494542e-05, -9.99999978e-03, 1.08714085e-02, -1.09999999e-02
-6.75232266e-04, 2.46204662e+00, 9.74482318e-05, -9.99999978e-03, 1.08714085e-02, -1.09496368e-02
-6.75232266e-04, 2.46204662e+00, 9.74482318e-05, -9.99999978e-03, 1.08714085e-02, -1.09496368e-02
-5.49524557e-04, 1.96442652e+00, 5.87494542e-05, -9.99999978e-03, 1.08714085e-02, -1.09999999e-02
-7.53607135e-04, 2.46329069e+00, 7.78248650e-05, -9.99999978e-03, 9.98837128e-03, -1.09133217e-02
-6.14801480e-04, 1.96543598e+00, 4.71998574e-05, -9.99999978e-03, 9.98837128e-03, -1.09630646e-02
-8.15213309e-04, 2.46412969e+00, -4.37379958e-06, -9.99999978e-03, 9.10533406e-03, -1.09496368e-02
-6.66225504e-04, 1.96610522e+00, -7.74066029e-06, -9.99999978e-03, 9.10533406e-03, -1.09999999e-02
-8.15213309e-04, 2.46412969e+00, -4.37379958e-06, -9.99999978e-03, 9.10533406e-03, -1.09496368e-02
-6.66225504e-04, 1.96610522e+00, -7.74066029e-06, -9.99999978e-03, 9.10533406e-03, -1.09999999e-02
-8.15213309e-04, 2.46412969e+00, -4.37379958e-06, -9.99999978e-03, 9.10533406e-03, -1.09496368e-02
-6.66225504e-04, 1.96610522e+00, -7.74066029e-06, -9.99999978e-03, 9.10533406e-03, -1.09999999e-02
-7.50432606e-04, 2.46440077e+00, -3.09095813e-05, -9.99999978e-03, 8.22229683e-03, -1.09133217e-02
-6.13354787e-04, 1.96631861e+00, -2.24206779e-05, -9.99999978e-03, 8.22229683e-03, -1.09630646e-02
-6.54690783e-04, 2.46461272e+00, 1.56960705e-05, -9.99999978e-03, 7.33926008e-03, -1.09496368e-02
-5.33189042e-04, 1.96647656e+00, 5.00013402e-06, -9.99999978e-03, 7.33926008e-03, -1.09999999e-02
-6.54690783e-04, 2.46461272e+00, 1.56960705e-05, -9.99999978e-03, 7.33926008e-03, -1.09496368e-02
-5.33189042e-04, 1.96647656e+00, 5.00013402e-06, -9.99999978e-03, 7.33926008e-03, -1.09999999e-02
-6.54690783e-04, 2.46461272e+00, 1.56960705e-05, -9.99999978e-03, 7.33926008e-03, -1.09496368e-02
-5.33189042e-04, 1.96647656e+00, 5.00013402e-06, -9.99999978e-03, 7.33926008e-03, -1.09999999e-02
-5.99753286e-04, 2.46578479e+00, 1.04479113e-04, -9.99999978e-03, 6.45622332e-03, -1.09133217e-02
-4.86843928e-04, 1.96742797e+00, 6.07305519e-05, -9.99999978e-03, 6.45622332e-03, -1.09630646e-02
-5.62847883e-04, 2.46726632e+00, 1.41698081e-04, -9.99999978e-03, 5.57318609e-03, -1.09496359e-02
