Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
-4.55664936e-03, 1.95410709e+01, 1.22252688e-01, -9.99999978e-03, -2.25037765e-02, -1.10164192e-02
-3.03031062e-03, 1.92712498e+01, 1.29462153e-01, -9.99999978e-03, -2.23871563e-02, -1.13705639e-02
-8.38551903e-04, 1.97171669e+01, 1.11777104e-01, -9.99999978e-03, -2.19304897e-02, -1.08556505e-02
-1.40266470e-03, 1.98004608e+01, 1.09665267e-01, -9.99999978e-03, -2.19792910e-02, -1.07449386e-02
-2.77053099e-03, 2.01918621e+01, 4.80629578e-02, -9.99999978e-03, -2.28759423e-02, -9.02011618e-03
9.46873333e-04, 2.00470276e+01, 8.55282620e-02, -9.99999978e-03, -2.29530632e-02, -9.80192795e-03
-2.87532341e-03, 2.00826206e+01, 5.50593212e-02, -9.99999978e-03, -2.39112414e-02, -9.09088738e-03
-4.96048853e-03, 2.01923523e+01, 5.28901219e-02, -9.99999978e-03, -2.26193368e-02, -9.17518325e-03
-2.60518398e-04, 2.00496693e+01, 8.74380022e-02, -9.99999978e-03, -2.28174906e-02, -9.87021904e-03
7.38131464e-04, 1.99863224e+01, 9.03482065e-02, -9.99999978e-03, -2.00656280e-02, -1.05721299e-02
6.79847260e-04, 1.99655247e+01, 9.18271020e-02, -9.99999978e-03, -2.01252829e-02, -1.06143830e-02
7.12846464e-04, 1.99660511e+01, 9.16646719e-02, -9.99999978e-03, -2.00951062e-02, -1.06154205e-02
-1.78227806e-03, 1.97512016e+01, 1.15468383e-01, -9.99999978e-03, -2.26553604e-02, -1.07074641e-02
-1.22575602e-03, 1.97071457e+01, 1.21340193e-01, -9.99999978e-03, -2.32789814e-02, -1.07243173e-02
2.78055668e-04, 1.99806595e+01, 9.44731385e-02, -9.99999978e-03, -2.28994600e-02, -1.00497697e-02
-3.62115214e-03, 1.94138718e+01, 6.24769405e-02, -9.99999978e-03, -3.06371134e-02, -9.20894463e-03
-3.62420292e-03, 1.94351807e+01, 5.94421700e-02, -9.99999978e-03, -3.04552037e-02, -9.15033929e-03
-3.97400139e-03, 1.94154110e+01, 6.69323727e-02, -9.99999978e-03, -3.04357205e-02, -9.30111669e-03
7.92742241e-04, 2.00013618e+01, 9.23538283e-02, -9.99999978e-03, -2.30187979e-02, -9.96515527e-03
-6.84956461e-03, 1.90799885e+01, 1.55188605e-01, -9.99999978e-03, -3.12822312e-02, -1.01955719e-02
-6.85713533e-03, 1.90849342e+01, 1.54165864e-01, -9.99999978e-03, -3.12933810e-02, -1.01782316e-02
-6.89456239e-03, 1.90859852e+01, 1.54506832e-01, -9.99999978e-03, -3.12655419e-02, -1.01876874e-02
-1.00748031e-04, 2.05147610e+01, 3.14777978e-02, -9.99999978e-03, -1.89834721e-02, -8.95337667e-03
-1.89541141e-04, 2.05295086e+01, 2.86214091e-02, -9.99999978e-03, -1.89466998e-02, -8.87833629e-03
-1.84273464e-04, 2.05276814e+01, 2.86939815e-02, -9.99999978e-03, -1.90256964e-02, -8.87242891e-03
-9.09591385e-04, 1.92634926e+01, 1.35052368e-01, -9.99999978e-03, -2.32570190e-02, -1.13873910e-02
-9.08540154e-04, 1.92633228e+01, 1.35057166e-01, -9.99999978e-03, -2.32569762e-02, -1.13876173e-02
8.78109131e-04, 1.99647198e+01, 9.17073786e-02, -9.99999978e-03, -2.00522617e-02, -1.06260376e-02
6.92938862e-04, 1.99500046e+01, 9.21193138e-02, -9.99999978e-03, -2.00821739e-02, -1.06426170e-02
-7.20618572e-03, 1.90717030e+01, 1.57046661e-01, -9.99999978e-03, -3.13191190e-02, -1.02089010e-02
-7.02045858e-03, 1.90622292e+01, 1.55251637e-01, -9.99999978e-03, -3.12709101e-02, -1.02454284e-02
-1.08351093e-03, 1.98140907e+01, 1.07535012e-01, -9.99999978e-03, -2.18369979e-02, -1.07370792e-02
-9.05306078e-04, 1.97854500e+01, 1.09065235e-01, -9.99999978e-03, -2.18737889e-02, -1.07836341e-02
2.11890601e-03, 1.92678299e+01, 6.27109334e-02, -9.99999978e-03, -3.15414071e-02, -9.20909364e-03
6.59630448e-03, 1.90874271e+01, 9.45001990e-02, -9.99999978e-03, -3.20442356e-02, -9.73907113e-03
-4.53407038e-03, 1.94032135e+01, 8.15089867e-02, -9.99999978e-03, -2.92358212e-02, -9.76611674e-03
-4.00803331e-03, 1.93458157e+01, 9.78093296e-02, -9.99999978e-03, -2.88391765e-02, -1.01638511e-02
-7.16686528e-03, 1.95840225e+01, 5.69076166e-02, -9.99999978e-03, -2.83813775e-02, -9.31970216e-03
-6.20581815e-03, 1.95384521e+01, 5.49547561e-02, -9.99999978e-03, -2.92381197e-02, -9.18636378e-03
-2.64296122e-03, 1.95892277e+01, 1.35848835e-01, -9.99999978e-03, -2.55172178e-02, -1.05804335e-02
-1.91957876e-03, 1.97098980e+01, 1.24166206e-01, -9.99999978e-03, -2.50282921e-02, -1.03588663e-02
-1.43178785e-03, 1.95886421e+01, 1.35459498e-01, -9.99999978e-03, -2.50455104e-02, -1.06837954e-02
-8.18644930e-03, 1.90161285e+01, 1.47223622e-01, -9.99999978e-03, -2.86824200e-02, -1.10012200e-02
-4.81072254e-03, 1.93098888e+01, 1.15246564e-01, -9.99999978e-03, -2.85233520e-02, -1.04692345e-02
-8.14642198e-03, 1.91847076e+01, 1.36103004e-01, -9.99999978e-03, -2.80221961e-02, -1.08452430e-02
-1.11045567e-02, 1.88559875e+01, 1.68763116e-01, -9.99999978e-03, -2.84458939e-02, -1.13760559e-02
2.46136985e-03, 1.93920689e+01, 5.25084045e-03, -9.99999978e-03, -3.28599699e-02, -8.18425417e-03
7.00992532e-03, 1.88182526e+01, 4.43929583e-02, -9.99999978e-03, -3.38128544e-02, -1.00230230e-02
1.96070946e-03, 1.94882603e+01, 7.30181564e-05, -9.99999978e-03, -3.49997021e-02, -8.00052937e-03
5.99812425e-04, 1.99519024e+01, 9.21247080e-02, -9.99999978e-03, -2.01118961e-02, -1.06393583e-02
7.49736791e-04, 1.99166183e+01, 9.36037600e-02, -9.99999978e-03, -2.01338213e-02, -1.06900213e-02
-2.09743110e-03, 1.95282993e+01, 1.14324018e-01, -9.99999978e-03, -2.16329545e-02, -1.10708782e-02
-1.41040445e-03, 1.98364792e+01, 1.04460031e-01, -9.99999978e-03, -2.13530622e-02, -1.07533392e-02
-2.11174740e-03, 1.98186302e+01, 1.02169491e-01, -9.99999978e-03, -2.09740829e-02, -1.08040739e-02
-3.43476073e-03, 1.92630348e+01, 1.19587161e-01, -9.99999978e-03, -2.14282367e-02, -1.13806669e-02
-2.94591021e-03, 2.02877922e+01, 4.34020199e-02, -9.99999978e-03, -2.16835365e-02, -9.00281407e-03
-7.42421020e-04, 2.01404514e+01, 7.84498975e-02, -9.99999978e-03, -2.18273960e-02, -9.72118322e-03
-4.49734181e-03, 1.87294254e+01, 1.79732710e-01, -9.99999978e-03, -3.26475389e-02, -1.06223132e-02
-2.64740014e-03, 1.92823715e+01, 1.18438415e-01, -9.99999978e-03, -2.12448779e-02, -1.13833370e-02
-1.52211683e-03, 1.97870636e+01, 1.02672510e-01, -9.99999978e-03, -2.08496246e-02, -1.08572235e-02
4.13932418e-03, 1.94553814e+01, 9.57823917e-02, -9.99999978e-03, -1.94815826e-02, -1.13806045e-02
4.14417638e-03, 1.94536686e+01, 9.58120674e-02, -9.99999978e-03, -1.94828752e-02, -1.13826469e-02
4.01661405e-03, 1.94723797e+01, 9.56787989e-02, -9.99999978e-03, -1.95055418e-02, -1.13549428e-02
-6.85741659e-04, 1.94378834e+01, 1.08707063e-01, -9.99999978e-03, -2.04342976e-02, -1.13659529e-02
-1.05072896e-03, 1.97794724e+01, 1.09002165e-01, -9.99999978e-03, -2.18052845e-02, -1.07994201e-02
-9.22491308e-04, 1.98180790e+01, 1.07221298e-01, -9.99999978e-03, -2.17760038e-02, -1.07386922e-02
-1.02464790e-02, 1.89531116e+01, 1.76638305e-01, -9.99999978e-03, -2.75193136e-02, -1.13835828e-02
-9.49104223e-03, 1.90373421e+01, 1.71057016e-01, -9.99999978e-03, -2.72832885e-02, -1.12737119e-02
-8.16638814e-04, 1.98683662e+01, 1.03449218e-01, -9.99999978e-03, -2.18050610e-02, -1.05765536e-02
-1.22723309e-03, 2.00972214e+01, 8.22597742e-02, -9.99999978e-03, -2.14362033e-02, -9.89570282e-03
6.95452094e-04, 1.94013348e+01, 7.94767775e-03, -9.99999978e-03, -3.27765085e-02, -8.20512883e-03
3.89437238e-03, 1.88474846e+01, 4.80710417e-02, -9.99999978e-03, -3.36483195e-02, -1.00155082e-02
-2.43479153e-03, 1.94931087e+01, 1.36914670e-01, -9.99999978e-03, -2.46543419e-02, -1.09151732e-02
-1.72844995e-03, 1.95992031e+01, 1.31092668e-01, -9.99999978e-03, -2.45358739e-02, -1.07197231e-02
-3.65665532e-03, 1.92560997e+01, 1.21809512e-01, -9.99999978e-03, -2.15830058e-02, -1.13832764e-02
-9.09322640e-04, 1.92635059e+01, 1.35054365e-01, -9.99999978e-03, -2.32573505e-02, -1.13873463e-02
-9.09166643e-04, 1.92633343e+01, 1.35058373e-01, -9.99999978e-03, -2.32572407e-02, -1.13876117e-02
-9.10018280e-04, 1.92632904e+01, 1.35061145e-01, -9.99999978e-03, -2.32575014e-02, -1.13876164e-02
4.12241369e-03, 1.94536781e+01, 9.58485901e-02, -9.99999978e-03, -1.94853526e-02, -1.13826776e-02
8.54851771e-03, 1.87987041e+01, 3.98059003e-02, -9.99999978e-03, -3.39342654e-02, -1.00459494e-02
4.12929151e-03, 1.76864338e+01, 2.05059320e-01, -9.99999978e-03, -3.50000001e-02, -1.13701141e-02
4.12929151e-03, 1.76864338e+01, 2.05059320e-01, -9.99999978e-03, -3.50000001e-02, -1.13701141e-02
2.74223322e-03, 1.87513714e+01, 5.57214655e-02, -9.99999978e-03, -3.38909440e-02, -1.01290550e-02
-1.95347564e-03, 1.98638172e+01, 1.00455374e-01, -9.99999978e-03, -2.09269784e-02, -1.07341763e-02
-6.93788426e-03, 1.91045494e+01, 1.48455814e-01, -9.99999978e-03, -2.49975063e-02, -1.13875438e-02
-6.93861395e-03, 1.91044636e+01, 1.48458317e-01, -9.99999978e-03, -2.49975938e-02, -1.13876564e-02
-6.93809753e-03, 1.91044617e+01, 1.48457810e-01, -9.99999978e-03, -2.49974765e-02, -1.13876592e-02
3.60857975e-03, 1.99833221e+01, 8.48890170e-02, -9.99999978e-03, -1.90629438e-02, -1.06962137e-02
-2.71320995e-03, 1.95889816e+01, 1.26695305e-01, -9.99999978e-03, -2.34481264e-02, -1.08880103e-02
-4.22178581e-03, 1.96493568e+01, 8.66483897e-02, -9.99999978e-03, -2.69603878e-02, -9.70731862e-03
-4.09518369e-03, 1.96098423e+01, 8.37837011e-02, -9.99999978e-03, -2.73186807e-02, -9.72518418e-03
-3.77461873e-03, 1.97122459e+01, 6.51048943e-02, -9.99999978e-03, -2.71092094e-02, -9.30754747e-03
-9.62628797e-03, 1.90777054e+01, 1.38834313e-01, -9.99999978e-03, -3.03378068e-02, -1.05163408e-02
-3.73674976e-03, 1.92523403e+01, 1.11772828e-01, -9.99999978e-03, -2.92193163e-02, -1.03874914e-02
-3.05440230e-03, 1.92523384e+01, 1.11932710e-01, -9.99999978e-03, -2.90027764e-02, -1.04632825e-02
-8.82113352e-03, 1.90837002e+01, 1.38046294e-01, -9.99999978e-03, -3.01080681e-02, -1.05788838e-02
-2.17861729e-03, 1.92249107e+01, 1.41429529e-01, -9.99999978e-03, -2.41278745e-02, -1.13714673e-02
-2.34028883e-03, 1.94720421e+01, 1.36486292e-01, -9.99999978e-03, -2.43649781e-02, -1.10193472e-02
-5.34696504e-04, 1.97095089e+01, 1.20963037e-01, -9.99999978e-03, -2.35261526e-02, -1.06617250e-02
-5.94015978e-03, 1.94427147e+01, 1.31709680e-01, -9.99999978e-03, -2.70591043e-02, -1.05238333e-02
-5.99567685e-03, 1.93278046e+01, 1.45688459e-01, -9.99999978e-03, -2.68454254e-02, -1.08104125e-02
-9.60154831e-03, 1.90456886e+01, 1.73154086e-01, -9.99999978e-03, -2.71470435e-02, -1.12848775e-02
-3.46310390e-03, 1.96688232e+01, 1.19392030e-01, -9.99999978e-03, -2.56133154e-02, -1.02508152e-02
-1.51898526e-03, 1.97894249e+01, 8.58974159e-02, -9.99999978e-03, -2.59626750e-02, -9.50767566e-03
-2.32208520e-03, 1.95676613e+01, 1.19261056e-01, -9.99999978e-03, -2.65293494e-02, -1.02080032e-02
-3.75716202e-03, 1.95553265e+01, 1.35276258e-01, -9.99999978e-03, -2.59543583e-02, -1.05811283e-02
4.12929151e-03, 1.76864338e+01, 2.05059320e-01, -9.99999978e-03, -3.50000001e-02, -1.13701141e-02
1.70028675e-03, 1.87805157e+01, 6.66154698e-02, -9.99999978e-03, -3.37310471e-02, -1.01886559e-02
-5.28064091e-03, 1.94839859e+01, 1.33553445e-01, -9.99999978e-03, -2.66812257e-02, -1.05324108e-02
-6.41663745e-03, 1.92995300e+01, 1.51638761e-01, -9.99999978e-03, -2.63734609e-02, -1.09633412e-02
-2.53018946e-03, 2.02421608e+01, 6.93055764e-02, -9.99999978e-03, -2.05950644e-02, -9.79818590e-03
-2.53600697e-03, 2.02403679e+01, 6.95781633e-02, -9.99999978e-03, -2.06010658e-02, -9.80500970e-03
-3.29923769e-03, 2.03256054e+01, 3.61013636e-02, -9.99999978e-03, -2.14130469e-02, -8.85487814e-03
-2.93784076e-03, 2.03817062e+01, 3.11171934e-02, -9.99999978e-03, -2.10359469e-02, -8.74945614e-03
-7.23835826e-03, 1.89609222e+01, 1.35473222e-01, -9.99999978e-03, -2.99872495e-02, -1.08354874e-02
-7.52641167e-03, 1.90099583e+01, 1.40603110e-01, -9.99999978e-03, -3.02803572e-02, -1.06647089e-02
-5.56936115e-03, 1.93729897e+01, 1.22936830e-01, -9.99999978e-03, -2.78012510e-02, -1.05105843e-02
-3.31225619e-03, 1.98483315e+01, 1.07334815e-01, -9.99999978e-03, -2.41629332e-02, -1.01218699e-02
-2.66598724e-03, 1.98214302e+01, 1.09815538e-01, -9.99999978e-03, -2.44172420e-02, -1.01352297e-02
-2.30991095e-03, 1.96286850e+01, 1.28351316e-01, -9.99999978e-03, -2.43142806e-02, -1.06914202e-02
3.16237658e-03, 1.86283798e+01, -5.68774762e-04, -9.99999978e-03, -3.50000001e-02, -9.93361697e-03
-7.84138404e-03, 1.86874943e+01, 1.19230941e-01, -9.99999978e-03, -2.95148678e-02, -1.13780247e-02
-9.90204327e-03, 1.89008694e+01, 1.48298696e-01, -9.99999978e-03, -3.06065157e-02, -1.08702295e-02
-1.04429778e-02, 1.86487007e+01, 1.33220822e-01, -9.99999978e-03, -3.01665179e-02, -1.13710891e-02
-6.03406981e-04, 1.98880997e+01, 1.01901472e-01, -9.99999978e-03, -2.22159028e-02, -1.04585756e-02
-1.00096501e-03, 1.95324078e+01, 1.30943656e-01, -9.99999978e-03, -2.37705167e-02, -1.09982314e-02
-1.61917042e-03, 1.95016937e+01, 1.38676912e-01, -9.99999978e-03, -2.53803488e-02, -1.07783284e-02
-6.93903165e-03, 1.91044559e+01, 1.48460656e-01, -9.99999978e-03, -2.49977354e-02, -1.13876583e-02
-3.82063491e-03, 1.94042740e+01, 1.47257492e-01, -9.99999978e-03, -2.57174522e-02, -1.08986162e-02
-6.48832368e-03, 1.91061478e+01, 1.66992337e-01, -9.99999978e-03, -2.60670856e-02, -1.13703841e-02
-9.61586647e-03, 1.89995670e+01, 1.76814750e-01, -9.99999978e-03, -2.70729139e-02, -1.13821505e-02
-1.14035318e-02, 1.87606239e+01, 1.48637876e-01, -9.99999978e-03, -2.90055294e-02, -1.13827828e-02
-2.28517735e-03, 1.90873051e+01, 1.13545433e-01, -9.99999978e-03, -2.90578268e-02, -1.07676871e-02
-9.84711014e-03, 1.89826984e+01, 1.77918404e-01, -9.99999978e-03, -2.72029638e-02, -1.13796527e-02
-1.03992037e-02, 1.86523609e+01, 1.56659305e-01, -9.99999978e-03, -3.10004279e-02, -1.13195088e-02
1.96832675e-03, 1.94880486e+01, 6.16835823e-05, -9.99999978e-03, -3.50000001e-02, -8.00101645e-03
-7.58721028e-03, 1.94429379e+01, 1.01317398e-01, -9.99999978e-03, -2.79631149e-02, -1.01386383e-02
1.33576430e-03, 1.83624859e+01, 2.76289165e-01, -9.99999978e-03, -3.30525562e-02, -1.13054682e-02
1.96805014e-03, 1.94882698e+01, 6.44169922e-05, -9.99999978e-03, -3.50000001e-02, -8.00030213e-03
1.51518965e-03, 2.00275421e+01, 8.73623416e-02, -9.99999978e-03, -2.30808929e-02, -9.83027089e-03
-1.88624579e-03, 2.00430737e+01, 5.71806952e-02, -9.99999978e-03, -2.42410377e-02, -9.10948962e-03
-1.95699558e-03, 1.98973694e+01, 9.77287591e-02, -9.99999978e-03, -2.43065357e-02, -9.85779427e-03
-4.50733863e-03, 1.92298279e+01, 1.06178433e-01, -9.99999978e-03, -3.03163901e-02, -1.00268517e-02
-4.58088610e-03, 2.02531033e+01, 3.49290781e-02, -9.99999978e-03, -2.24791616e-02, -8.75493884e-03
-2.54338281e-03, 2.02390575e+01, 6.97160065e-02, -9.99999978e-03, -2.05992106e-02, -9.80958156e-03
-3.32659530e-03, 1.96912956e+01, 6.42917305e-02, -9.99999978e-03, -2.73600891e-02, -9.34991613e-03
-5.24869654e-03, 1.94827938e+01, 6.22036234e-02, -9.99999978e-03, -2.96080075e-02, -9.28849448e-03
-3.90926376e-04, 2.02950439e+01, 6.38164133e-02, -9.99999978e-03, -1.96466576e-02, -9.77992173e-03
-2.51371390e-03, 2.02410603e+01, 6.95897192e-02, -9.99999978e-03, -2.05858815e-02, -9.80701763e-03
-2.44980538e-03, 2.03540230e+01, 2.49074250e-02, -9.99999978e-03, -2.14892086e-02, -8.57296493e-03
2.32566288e-03, 2.01372223e+01, 7.57714808e-02, -9.99999978e-03, -1.92584451e-02, -1.03004705e-02
-9.82361846e-04, 1.98713531e+01, 1.00123510e-01, -9.99999978e-03, -2.45905779e-02, -9.87037644e-03
-8.10584985e-04, 2.01603317e+01, 7.55503923e-02, -9.99999978e-03, -2.15557218e-02, -9.66359302e-03
-3.51592805e-03, 1.98432217e+01, 8.45335126e-02, -9.99999978e-03, -2.55271010e-02, -9.53355618e-03
-1.09522324e-03, 2.03684692e+01, 4.59814593e-02, -9.99999978e-03, -2.00720280e-02, -9.24604386e-03
-1.76420575e-03, 2.04391365e+01, 2.66883057e-02, -9.99999978e-03, -2.02935599e-02, -8.70512705e-03
-2.53499555e-03, 2.02404499e+01, 6.95613697e-02, -9.99999978e-03, -2.05974113e-02, -9.80468933e-03
-6.25252258e-03, 1.95002232e+01, 5.95595501e-02, -9.99999978e-03, -2.93990858e-02, -9.27306898e-03
-7.07444130e-03, 1.95145092e+01, 5.50809503e-02, -9.99999978e-03, -2.94474848e-02, -9.18101240e-03
3.23692337e-04, 1.85245667e+01, 2.04562038e-01, -9.99999978e-03, -3.17195617e-02, -1.13420617e-02
-4.01803758e-03, 1.97463741e+01, 7.06865042e-02, -9.99999978e-03, -2.67554894e-02, -9.38462839e-03
-4.53347433e-03, 1.94809818e+01, 5.79154678e-02, -9.99999978e-03, -3.00342105e-02, -9.17248800e-03
-8.47328454e-04, 2.00016403e+01, 6.35136813e-02, -9.99999978e-03, -2.45518088e-02, -9.19245370e-03
-5.07847080e-03, 2.02467155e+01, 4.89552282e-02, -9.99999978e-03, -1.45857073e-02, -1.06015783e-02
-5.05907554e-03, 2.02266273e+01, 4.96690758e-02, -9.99999978e-03, -1.45602198e-02, -1.06513957e-02
-5.11930883e-03, 2.02253628e+01, 4.99210358e-02, -9.99999978e-03, -1.45945810e-02, -1.06501598e-02
5.56230196e-04, 2.02032585e+01, 1.87029876e-02, -9.99999978e-03, -6.36948645e-03, -1.09005030e-02
2.86590494e-03, 1.97322807e+01, 1.37795340e-02, -9.99999978e-03, -6.08350942e-03, -1.13702044e-02
2.19511124e-03, 1.97343330e+01, 1.68502051e-02, -9.99999978e-03, -6.32396899e-03, -1.13761583e-02
-1.71788270e-05, 2.01039162e+01, 2.25590095e-02, -9.99999978e-03, -6.69314479e-03, -1.10124191e-02
-1.22867781e-03, 2.08049679e+01, 1.78347602e-02, -9.99999978e-03, -4.93595889e-03, -9.77761485e-03
-8.44575115e-04, 2.07339535e+01, 1.85936652e-02, -9.99999978e-03, -5.29629784e-03, -9.96477250e-03
-1.74942194e-04, 2.07266655e+01, 1.77978687e-02, -9.99999978e-03, -5.75052854e-03, -9.91168059e-03
-2.58288346e-04, 2.08361053e+01, 1.59232859e-02, -9.99999978e-03, -5.53194247e-03, -9.56491195e-03
6.39259815e-05, 2.06290588e+01, 1.84045546e-02, -9.99999978e-03, -5.93072921e-03, -1.01533104e-02
4.35157097e-04, 2.03582954e+01, 1.89261176e-02, -9.99999978e-03, -6.48078881e-03, -1.06770685e-02
3.18126637e-04, 2.03572750e+01, 1.90638416e-02, -9.99999978e-03, -6.16652658e-03, -1.06913820e-02
-1.32081332e-05, 2.05975533e+01, 1.86031833e-02, -9.99999978e-03, -5.67332096e-03, -1.02267936e-02
-5.24896476e-03, 2.03600960e+01, 2.69554555e-02, -9.99999978e-03, -8.35192576e-03, -1.05799399e-02
-7.85641000e-03, 1.99141617e+01, 4.15142626e-02, -9.99999978e-03, -8.19493458e-03, -1.11827292e-02
-3.06894653e-03, 2.03749123e+01, 2.56649107e-02, -9.99999978e-03, -7.58749945e-03, -1.06318863e-02
-1.58402103e-03, 1.97898483e+01, 2.44554821e-02, -9.99999978e-03, -7.02550123e-03, -1.13656353e-02
-2.50244234e-03, 2.02632027e+01, 2.47726832e-02, -9.99999978e-03, -7.35613052e-03, -1.07741943e-02
-1.64866308e-03, 2.03684673e+01, 2.38188840e-02, -9.99999978e-03, -7.16141984e-03, -1.06617287e-02
-8.76232143e-03, 1.97464027e+01, 4.44059819e-02, -9.99999978e-03, -8.36732425e-03, -1.13725075e-02
-7.79527007e-03, 1.97694168e+01, 4.38502319e-02, -9.99999978e-03, -8.05923343e-03, -1.13626923e-02
-6.62622834e-03, 1.99223404e+01, 3.98611166e-02, -9.99999978e-03, -1.39006982e-02, -1.10307205e-02
-4.88908915e-03, 2.01888523e+01, 5.00109643e-02, -9.99999978e-03, -1.45579977e-02, -1.06984898e-02
-4.77754464e-03, 1.96526794e+01, 4.50193137e-02, -9.99999978e-03, -1.40236411e-02, -1.13668945e-02
-2.34471029e-03, 2.03971596e+01, 2.49337237e-02, -9.99999978e-03, -7.41468091e-03, -1.05978949e-02
-2.81242887e-03, 2.03164883e+01, 2.62162592e-02, -9.99999978e-03, -7.48435920e-03, -1.07055483e-02
-4.97414498e-03, 2.02149849e+01, 5.00086546e-02, -9.99999978e-03, -1.45864524e-02, -1.06659364e-02
-2.33673770e-03, 2.03046303e+01, 1.75288022e-02, -9.99999978e-03, -5.16766356e-03, -1.07589811e-02
-2.60531576e-03, 2.04397564e+01, 1.83224566e-02, -9.99999978e-03, -5.10901399e-03, -1.05242860e-02
-3.65768326e-04, 2.02607727e+01, 1.68523453e-02, -9.99999978e-03, -5.59694134e-03, -1.08199716e-02
-5.01360372e-03, 2.01637115e+01, 5.24943545e-02, -9.99999978e-03, -1.46552874e-02, -1.07402653e-02
-1.29424338e-03, 2.06773529e+01, 1.88263059e-02, -9.99999978e-03, -4.87880176e-03, -1.00986147e-02
-3.05360695e-03, 2.03720112e+01, 1.83700323e-02, -9.99999978e-03, -4.91852546e-03, -1.06632449e-02
-2.25968426e-03, 2.02424011e+01, 4.07380126e-02, -9.99999978e-03, -1.36337932e-02, -1.05953487e-02
-3.39365145e-03, 2.05952835e+01, 2.12843269e-02, -9.99999978e-03, -9.19128116e-03, -1.01462789e-02
-3.19657545e-03, 2.06714115e+01, 2.03881431e-02, -9.99999978e-03, -9.03894007e-03, -9.98687278e-03
-4.97271959e-03, 2.02981052e+01, 2.66682729e-02, -9.99999978e-03, -8.93494859e-03, -1.07303429e-02
-1.31418684e-03, 2.00939865e+01, 1.52217466e-02, -9.99999978e-03, -5.53150941e-03, -1.10292844e-02
-2.53986684e-04, 2.01567345e+01, 1.64916683e-02, -9.99999978e-03, -5.69301145e-03, -1.09610911e-02
1.49618753e-03, 1.97326584e+01, 1.30011942e-02, -9.99999978e-03, -5.88619104e-03, -1.13767711e-02
7.16880022e-05, 2.08234024e+01, 1.67519171e-02, -9.99999978e-03, -6.75124489e-03, -9.73282102e-03
6.79854129e-05, 2.08071995e+01, 1.69254150e-02, -9.99999978e-03, -6.73716841e-03, -9.77521949e-03
5.18289744e-05, 2.08247967e+01, 1.68396998e-02, -9.99999978e-03, -6.81550335e-03, -9.73077863e-03
-3.55465483e-04, 1.97748165e+01, 3.49678285e-02, -9.99999978e-03, -9.64163151e-03, -1.13784401e-02
-3.93735099e-04, 1.97725925e+01, 3.50250676e-02, -9.99999978e-03, -9.63907130e-03, -1.13810264e-02
-3.63226049e-04, 1.97727261e+01, 3.49767171e-02, -9.99999978e-03, -9.64244548e-03, -1.13808485e-02
-2.64148205e-03, 2.07739487e+01, 1.70437433e-02, -9.99999978e-03, -9.10867378e-03, -9.65986308e-03
-3.05117550e-03, 2.07241211e+01, 1.88981928e-02, -9.99999978e-03, -9.15620197e-03, -9.87346005e-03
-3.18701519e-03, 2.07150192e+01, 1.88782103e-02, -9.99999978e-03, -9.23145656e-03, -9.89651307e-03
-2.74876389e-03, 1.99425507e+01, 3.89347598e-02, -9.99999978e-03, -1.03345197e-02, -1.10883713e-02
-3.61256243e-04, 1.97723331e+01, 3.50911915e-02, -9.99999978e-03, -9.64947324e-03, -1.13810645e-02
-3.49317619e-04, 1.97749901e+01, 3.49807404e-02, -9.99999978e-03, -9.64428019e-03, -1.13782091e-02
-2.38113152e-03, 2.03061905e+01, 2.81998403e-02, -9.99999978e-03, -1.00324228e-02, -1.06532145e-02
-3.16841411e-03, 1.97773418e+01, 1.75524373e-02, -9.99999978e-03, -5.30168414e-03, -1.13745648e-02
-7.01484736e-03, 1.99522018e+01, 4.83111441e-02, -9.99999978e-03, -1.17167905e-02, -1.10816099e-02
-4.34065610e-03, 1.96859093e+01, 4.87484857e-02, -9.99999978e-03, -1.18655069e-02, -1.13790501e-02
-8.18350911e-03, 1.97077293e+01, 5.32227829e-02, -9.99999978e-03, -1.15755359e-02, -1.13671236e-02
-2.23132083e-03, 2.04503479e+01, 3.29544060e-02, -9.99999978e-03, -1.29572880e-02, -1.02136796e-02
-9.47030028e-04, 2.02309780e+01, 3.94282453e-02, -9.99999978e-03, -1.30149322e-02, -1.06956046e-02
-3.95219075e-04, 2.02507191e+01, 3.83813754e-02, -9.99999978e-03, -1.26697319e-02, -1.06963757e-02
-5.27949352e-03, 2.02533398e+01, 3.79908569e-02, -9.99999978e-03, -1.17419837e-02, -1.06409872e-02
-5.02547994e-03, 2.01503315e+01, 3.90170366e-02, -9.99999978e-03, -1.18804760e-02, -1.07979998e-02
-5.34195546e-03, 2.02638588e+01, 3.82874832e-02, -9.99999978e-03, -1.20410658e-02, -1.06491130e-02
1.95392175e-04, 2.08681870e+01, 1.53411496e-02, -9.99999978e-03, -7.33995298e-03, -9.34015308e-03
-7.83523777e-04, 2.07817726e+01, 1.70205142e-02, -9.99999978e-03, -7.81543273e-03, -9.78900865e-03
7.12236739e-04, 2.00173740e+01, 3.73854414e-02, -9.99999978e-03, -1.25658307e-02, -1.10057183e-02
-3.21925664e-03, 2.00232716e+01, 3.72907594e-02, -9.99999978e-03, -1.20613622e-02, -1.09740496e-02
4.79121227e-04, 2.08455048e+01, 1.45163257e-02, -9.99999978e-03, -7.79208308e-03, -9.39445570e-03
